Nº chamada;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual
2020-10089219-7;01/04/2020 15:45;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A20001 - VISITA TRANQUILIZADORA A VITIMAS DE CRIMES VIOLENTOS (C) (Prioridade: 1 - Alta);141 CIA PM/7 BPM/7 RPM;22681 / 22682;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;01/04/2020 17:05
2020-10089312-2;01/04/2020 15:49;RUA JOSE GONCALVES CHAVES, Nº 94 - CENTRO - CEDRO DO ABAETE;-191.452.112;-457.157.035;A20001 - VISITA TRANQUILIZADORA A VITIMAS DE CRIMES VIOLENTOS (C) (Prioridade: 1 - Alta);141 CIA PM/7 BPM/7 RPM;28701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;01/04/2020 17:03
2020-10089472-9;01/04/2020 16:02;RUA CORONEL ARNALDO XAVIER CORDEIRO, Nº 246 - CENTRO - MORADA NOVA DE MINAS;-186.057.229;-453.572.826;A20001 - VISITA TRANQUILIZADORA A VITIMAS DE CRIMES VIOLENTOS (C) (Prioridade: 1 - Alta);141 CIA PM/7 BPM/7 RPM;25621;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;01/04/2020 17:05
2020-10089682-1;01/04/2020 16:17;PRACA DOS FERROVIARIOS, Nº S/N - ESPLANADA - DIVINOPOLIS;-201.520.627;-448.922.996;Y07001 - OPERACAO DE BATIDA POLICIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;20667;Não;Não;Não;RAT;Classificada;01/04/2020 17:43
2020-10089736-9;01/04/2020 16:21;PRACA SAO VICENTE DE PAULA, Nº S/N - INTERLAGOS - DIVINOPOLIS;-201.592.207;-448.727.923;Y07001 - OPERACAO DE BATIDA POLICIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28497;Não;Não;Não;RAT;Classificada;01/04/2020 17:44
2020-10089761-6;01/04/2020 16:22;AVENIDA PRIMEIRO DE JUNHO / RUA GOIAS - DIVINOPOLIS;-201.463.106;-448.877.657;Y07001 - OPERACAO DE BATIDA POLICIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28876;Não;Não;Não;RAT;Classificada;01/04/2020 17:43
2020-10091107-6;01/04/2020 18:21;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;COVID;Não;Não;Não;RAT;Classificada;01/04/2020 22:58
2020-10092187-0;01/04/2020 19:53;AVENIDA OLIMPIO AVELAR, Nº 45 - FORMIGA;;;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;SGTADRIANO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;01/04/2020 21:57
2020-10096787-0;02/04/2020 08:12;PRACA GETULIO VARGAS, Nº S/N - CENTRO - FORMIGA;-204.630.544;-45.429.481;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;CAPIT-018;Não;Não;Não;RAT;Classificada;02/04/2020 18:03
2020-10096890-9;02/04/2020 08:18;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;CAP-HUDSON;Não;Não;Não;RAT;Classificada;02/04/2020 16:11
2020-10097041-2;02/04/2020 08:33;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);7 BPM/7 RPM;TENCELSO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/04/2020 21:14
2020-10097050-3;02/04/2020 08:33;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/04/2020 18:27
2020-10097075-4;02/04/2020 08:38;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;16989;Não;Não;Não;RAT;Classificada;02/04/2020 17:12
2020-10097906-2;02/04/2020 10:12;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;17041;Não;Não;Não;RAT;Classificada;03/04/2020 07:13
2020-10097911-2;02/04/2020 10:14;PRACA FERREIRA PIRES, Nº S/N - CENTRO - FORMIGA;-204.610.233;-454.320.106;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;T.LEAL-075 / TEN-019;Não;Não;Não;RAT;Classificada;02/04/2020 18:03
2020-10099781-0;02/04/2020 14:01;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;CMD-63;Não;Não;Não;RAT;Classificada;02/04/2020 18:03
2020-10099882-7;02/04/2020 14:09;RUA VINTE E CINCO DE DEZEMBRO, Nº 16 - ARCOS;-202.846.443;-455.467.135;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);241 CIA PM/63 BPM/7 RPM;25640;Não;Não;Não;RAT;Classificada;02/04/2020 19:47
2020-10100272-7;02/04/2020 14:43;RUA LUIZA ALVES DE SOUZA, Nº 180 - VARGINHA - MORADA NOVA DE MINAS;-1.860.316;-453.470.946;B99000 - OUTROS INFRACOES C/ A PESSOA (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;SEM-VP;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/04/2020 17:31
2020-10100419-3;02/04/2020 14:54;PRACA PADRE JOSE PEREIRA COELHO, Nº S/N - CENTRO - PARA DE MINAS;-198.608.953;-446.086.256;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);19 CIA PM IND/7 RPM;20902;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/04/2020 17:15
2020-10100471-3;02/04/2020 14:58;AVENIDA VEREADOR JOSE HIGINO FILHO, Nº 649 - NOSSA SENHORA DE LOURDES - FORMIGA;-204.734.488;-454.154.625;Y05018 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;EDNA-949;Não;Não;Não;RAT;Classificada;02/04/2020 15:25
2020-10100559-2;02/04/2020 15:04;RUA BELO HORIZONTE, Nº 8 - CENTRO - CLAUDIO;-204.423.104;-447.636.135;Y07007 - OPERACAO PROTEJA SEU BAIRRO (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28884;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/04/2020 22:40
2020-10101532-1;02/04/2020 16:15;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/04/2020 18:27
2020-10102305-5;02/04/2020 17:13;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;HT;Não;Não;Não;RAT;Classificada;02/04/2020 20:09
2020-10105779-6;02/04/2020 22:06;AVENIDA PRESIDENTE TANCREDO NEVES, Nº 83 - BONFIM - SAO GONCALO DO PARA;-199.805.313;-448.573.508;Y04011 - OPERACAO DE FISCALIZACAO DE TRANSITO (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;28086;Não;Não;Não;RAT;Classificada;02/04/2020 23:15
2020-10109255-7;03/04/2020 08:24;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;TENCELSO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 15:32
2020-10110013-5;03/04/2020 09:47;RUA CAMILO MENDONCA, Nº 182 - ZONA 01 - PAINEIRAS;-189.013.573;-45.534.794;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20718;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 12:47
2020-10110041-0;03/04/2020 09:50;RUA JOSE GONCALVES CHAVES, Nº 94 - CENTRO - CEDRO DO ABAETE;-191.452.112;-457.157.035;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28071;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 12:46
2020-10110092-1;03/04/2020 09:55;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 11:19
2020-10110899-7;03/04/2020 11:12;RUA MINAS GERAIS, Nº 700 - CENTRO - BIQUINHAS;-187.815.633;-455.071.635;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21351;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 12:47
2020-10111286-3;03/04/2020 11:53;RUA PEDRO FERREIRA DO AMARAL, Nº 33 - BOM PASTOR - DIVINOPOLIS;-201.176.954;-448.826.289;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28498;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 12:53
2020-10111307-1;03/04/2020 11:57;RUA BERNARDES DE FARIA, Nº 129 - CENTRO - FORMIGA;-204.616.897;-454.300.189;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;21684;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:12
2020-10111890-8;03/04/2020 13:12;AVENIDA FERNAO DIAS, Nº 66 - SANTA HELENA - LAGOA DA PRATA;-200.319.835;-455.368.006;Y09999 - OUTROS POLICIAMENTO ESPECIAL (C) (Prioridade: 3 - Baixa);107 CIA PM/7 BPM/7 RPM;21228;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 18:18
2020-10111958-0;03/04/2020 13:22;RUA TOTONHO COSTA, Nº 230 - CENTRO - PIMENTA;-204.780.403;-458.012.978;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;29018;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:12
2020-10112140-3;03/04/2020 13:38;PRACA PREFEITO MARIO CARNEIRO, Nº S/N - DORES DO INDAIA;-194.608.265;-45.601.573;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;26057;Não;Não;Não;RAT;Classificada;03/04/2020 17:10
2020-10112174-5;03/04/2020 13:42;RUA DEUSDETE ALVES SOUZA, Nº 585 - SANTO ANTONIO - ABAETE;-191.548.636;-454.537.599;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;CMTCAP;Não;Não;Não;RAT;Classificada;03/04/2020 17:10
2020-10112301-0;03/04/2020 13:54;PRACA PCA GERALDO CORREA, Nº S/N - CENTRO - ITAPECERICA;-204.727.136;-451.236.502;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;;Não;Não;Não;DUPLICADA;Classificada;06/04/2020 09:07
2020-10112353-4;03/04/2020 13:59;PRACA PCA GERALDO CORREA, Nº S/N - CENTRO - ITAPECERICA;-204.729.441;-451.234.213;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;;Não;Não;Não;DUPLICADA;Classificada;06/04/2020 09:07
2020-10112380-7;03/04/2020 14:02;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;28075;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:12
2020-10112359-0;03/04/2020 14:03;PRACA PCA GERALDO CORREA, Nº S/N - CENTRO - ITAPECERICA;-204.729.441;-451.234.213;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;25932;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 14:31
2020-10112424-0;03/04/2020 14:05;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:12
2020-10113286-4;03/04/2020 15:06;RUA PADRE JOSE TIBURCIO, Nº 33 - CERRADO - BAMBUI;-200.101.093;-459.765.262;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);241 CIA PM/63 BPM/7 RPM;29020;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 15:11
2020-10114291-0;03/04/2020 16:14;RUA DOUTOR TEIXEIRA SOARES, Nº 335 - JARDIM AMERICA - FORMIGA;-20.461.734;-454.246.961;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:12
2020-10114336-6;03/04/2020 16:20;RUA DOUTOR TEIXEIRA SOARES, Nº 335 - JARDIM AMERICA - FORMIGA;-20.461.734;-454.246.961;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:12
2020-10114410-7;03/04/2020 16:22;ALAMEDA DOUTOR ALBERICO SALAZAR NETO, Nº 100 - JARDIM AMERICA - FORMIGA;-204.619.532;-454.238.112;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:12
2020-10114414-8;03/04/2020 16:25;RUA IAGO PIMENTEL, Nº 296 - SAGRADO CORACAO DE JESUS - FORMIGA;-204.602.378;-454.387.457;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:11
2020-10114418-9;03/04/2020 16:26;RUA DOUTOR TEIXEIRA SOARES, Nº 335 - JARDIM AMERICA - FORMIGA;-20.461.734;-454.246.961;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:11
2020-10114467-4;03/04/2020 16:28;RUA DOUTOR NEWTON PIRES, Nº 170 - CENTRO - FORMIGA;-204.662.966;-454.293.594;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:11
2020-10114500-8;03/04/2020 16:29;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;M.LUCIANO;Sim;Não;Não;RAT;Classificada;03/04/2020 18:58
2020-10114505-1;03/04/2020 16:31;RUA ALBERTO SORAGGI, Nº 45 - SANTA LUZIA - FORMIGA;-204.546.417;-454.171.841;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:11
2020-10114596-7;03/04/2020 16:37;AVENIDA DOUTOR ARNALDO DE SENA, Nº 328 - INDUSTRIAL - FORMIGA;-204.564.062;-454.503.585;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:11
2020-10114735-1;03/04/2020 16:47;RUA DOUTOR TEIXEIRA SOARES, Nº 335 - JARDIM AMERICA - FORMIGA;-20.461.734;-454.246.961;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;29019;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 19:11
2020-10114745-5;03/04/2020 16:48;RUA DO COBRE, Nº 800 - SAO JOAO DE DEUS - DIVINOPOLIS;-201.441.507;-44.873.368;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;20667;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 16:50
2020-10114824-0;03/04/2020 16:51;RUA CORONEL JOAO NOTINI, Nº 151 - CENTRO - DIVINOPOLIS;-201.411.116;-448.852.728;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;20667;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 16:53
2020-10114828-0;03/04/2020 16:52;AVENIDA JK, Nº 350 - SANTA CLARA - DIVINOPOLIS;-201.338.646;-448.829.836;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;20667;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 16:55
2020-10114850-0;03/04/2020 16:54;RUA MINAS GERAIS, Nº 55 - CENTRO - DIVINOPOLIS;-201.458.029;-448.858.902;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;20667;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 16:56
2020-10115005-4;03/04/2020 17:09;RUA CORONEL ARNALDO XAVIER CORDEIRO, Nº 246 - CENTRO - MORADA NOVA DE MINAS;-186.057.229;-453.572.826;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25621;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 17:10
2020-10115139-0;03/04/2020 17:19;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28586;Sim;Não;Não;RAT;Classificada;03/04/2020 23:31
2020-10115388-5;03/04/2020 17:40;PRACA DA BIBLIA, Nº S/N - MORADA NOVA - DIVINOPOLIS;-201.676.742;-449.081.842;Y07001 - OPERACAO DE BATIDA POLICIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28499;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 19:39
2020-10116211-1;03/04/2020 18:43;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28587;Sim;Não;Não;RAT;Classificada;03/04/2020 18:48
2020-10116375-9;03/04/2020 19:02;RUA CIRILO MACIEL, Nº 222 - CENTRO - LAGOA DA PRATA;-200.211.677;-455.463.013;A19000 - REUNIAO COMUNITARIA / ENTIDADES DIVERSAS (C) (Prioridade: 3 - Baixa);107 CIA PM/7 BPM/7 RPM;PM1156140;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 20:00
2020-10117227-7;03/04/2020 20:02;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A20000 - VISITA TRANQUILIZADORA / POS-SINISTRO  (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 05:10
2020-10117605-2;03/04/2020 20:32;RUA CIRILO MACIEL, Nº 222 - CENTRO - LAGOA DA PRATA;-200.211.677;-455.463.013;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);107 CIA PM/7 BPM/7 RPM;PM1156140;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/04/2020 20:37
2020-10118939-3;03/04/2020 22:27;RUA JOSE ANTONIO SILVA, Nº 126 - SERRA VERDE - PARA DE MINAS;-19.887.235;-446.003.015;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);19 CIA PM IND/7 RPM;21935;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/04/2020 05:18
2020-10122557-0;04/04/2020 07:16;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;CAPALISSON;Não;Não;Não;RAT;Classificada;04/04/2020 13:19
2020-10123177-5;04/04/2020 08:43;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);7 RPM;TEN-GOMES;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/04/2020 06:37
