Nº chamada;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual
2020-10498541-0;02/05/2020 15:49;RUA ARLINDO DE MELO, Nº 642 - VILA BRASILIA - FORMIGA;-204.431.229;-454.554.329;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;MAURICIO;Não;Não;Não;RAT;Classificada;02/05/2020 16:09
2020-10499187-8;02/05/2020 16:36;RUA ANTONIO BELARMINO GOMES, Nº 440 - FLORERMIDA - DIVINOPOLIS;-201.037.941;-4.496.944;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28882-PLAN / 28847-CMDO / 28876;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/05/2020 17:43
2020-10499578-5;02/05/2020 17:04;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;TENLORENA;Não;Não;Não;RAT;Classificada;02/05/2020 23:25
2020-10500242-5;02/05/2020 17:50;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683 / 25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/05/2020 23:23
2020-10501090-4;02/05/2020 18:47;AVENIDA AUTORAMA, Nº 1210 - SANTA LUZIA - DIVINOPOLIS;-201.573.726;-449.114.041;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28876;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/05/2020 23:50
2020-10502941-5;02/05/2020 20:48;RUA ITAMARANDIBA, Nº 506 - DIVINOPOLIS;;;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28876;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/05/2020 23:51
2020-10503122-0;02/05/2020 21:01;AVENIDA JONAS PIRES, Nº 100 - OSWALDO SOARES COSTA - DORES DO INDAIA;-19.471.011;-455.968.107;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;02/05/2020 21:02
2020-10504039-3;02/05/2020 22:09;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;02/05/2020 22:09
2020-10506003-7;03/05/2020 00:14;RUA MOSCOU / RUA RECREIO - DIVINOPOLIS;-20.160.228;-44.853.629;E01265 - ATENTAR CONTRA A SEGURANCA DE SERV. UTIL. PUBL (C) (Prioridade: 2 - Média);142 CIA PM/23 BPM/7 RPM;28686 / PM1106780;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/05/2020 04:10
2020-10506047-2;03/05/2020 00:17;RUA CHILE, Nº 1310 - SANTA ROSA - DIVINOPOLIS;-201.664.596;-448.625.404;E01265 - ATENTAR CONTRA A SEGURANCA DE SERV. UTIL. PUBL (C) (Prioridade: 2 - Média);142 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W04000-NADA CONSTATADO;Classificada;03/05/2020 02:30
2020-10506202-3;03/05/2020 00:25;RUA RIO DE JANEIRO / RUA PARA - DIVINOPOLIS;-201.387.772;-448.989.551;E01265 - ATENTAR CONTRA A SEGURANCA DE SERV. UTIL. PUBL (C) (Prioridade: 2 - Média);53 CIA PM/23 BPM/7 RPM;28879;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/05/2020 01:21
2020-10507630-2;03/05/2020 02:21;RUA SAMAMBAIA, Nº 600 - SAO LUCAS - DIVINOPOLIS;-201.342.523;-448.603.069;E01265 - ATENTAR CONTRA A SEGURANCA DE SERV. UTIL. PUBL (C) (Prioridade: 2 - Média);142 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W03000-SOLICITANTE ENCONTRADO - PROVIDENCIA DISPENSADA.;Classificada;03/05/2020 03:28
2020-10507783-3;03/05/2020 02:39;RUA ESTADOS UNIDOS / RUA ALZIRA FONSECA - DIVINOPOLIS;-201.634.492;-448.542.597;E01265 - ATENTAR CONTRA A SEGURANCA DE SERV. UTIL. PUBL (C) (Prioridade: 2 - Média);142 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W04000-NADA CONSTATADO;Classificada;03/05/2020 03:42
2020-10508780-0;03/05/2020 06:46;RUA AIMORES, Nº 560 - SAO JOSE - DORES DO INDAIA;;;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;04/05/2020 23:11
2020-10514326-1;03/05/2020 17:04;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;CAD;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/05/2020 05:59
2020-10514387-6;03/05/2020 17:09;PRACA SAO SEBASTIAO, Nº 61 - CENTRO - ESTRELA DO INDAIA;-195.214.299;-457.880.926;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/05/2020 23:11
2020-10516043-8;03/05/2020 19:03;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;RAT;Classificada;04/05/2020 00:47
2020-10517098-5;03/05/2020 20:16;RUA SAO JOAO, Nº 949 - CONJUNTO HAB. LAZARO GABRIEL DE MELO - CLAUDIO;-204.398.425;-447.793.731;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);139 CIA PM/23 BPM/7 RPM;28884;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/05/2020 20:31
2020-10520852-9;04/05/2020 04:20;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;T.SOCRATES;Não;Não;Não;RAT;Classificada;04/05/2020 05:04
2020-10522595-9;04/05/2020 09:23;RUA JADER MOURA, Nº 200 - CENTRO - ABAETE;-191.563.802;-454.442.462;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/05/2020 23:11
2020-10523508-0;04/05/2020 10:43;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;TENCELSO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/05/2020 12:26
2020-10523694-6;04/05/2020 10:58;RUA MINAS GERAIS, Nº 64 - BIQUINHAS;-187.854.142;-454.998.508;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21351;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 20:17
2020-10523989-0;04/05/2020 11:23;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 20:17
2020-10524108-7;04/05/2020 11:36;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 20:17
2020-10526461-4;04/05/2020 15:06;RODOVIA MG 260, Km 33 - ANEL RODOVIARIO - CLAUDIO;-204.475.882;-447.875.522;Y05018 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28496 / 21235;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;04/05/2020 17:53
2020-10526958-2;04/05/2020 15:36;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 40 - CENTRO - SERRA DA SAUDADE;-194.397.524;-457.926.053;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 20:17
2020-10528789-8;04/05/2020 17:39;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 20:17
2020-10530469-0;04/05/2020 19:53;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/05/2020 23:10
2020-10530726-0;04/05/2020 20:12;RUA NILO MACIEL, Nº 141 - PONTE FUNDA - DIVINOPOLIS;-20.154.967;-448.625.609;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;20947 / 26535;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/05/2020 21:14
2020-10531319-2;04/05/2020 21:04;PRACA DOS MINEIROS, Nº 381 - DORES DO INDAIA;-194.681.385;-45.603.022;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/05/2020 23:09
2020-10532474-0;04/05/2020 23:05;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 00:00
2020-10534244-1;05/05/2020 06:51;PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, Nº 24 - CENTRO - DORES DO INDAIA;;;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;05/05/2020 16:27
2020-10535108-9;05/05/2020 08:34;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;HT;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 15:17
2020-10535389-0;05/05/2020 09:04;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;05/05/2020 17:48
2020-10535447-4;05/05/2020 09:06;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;DUPLICADA;Classificada;05/05/2020 15:58
2020-10536667-6;05/05/2020 10:54;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;05/05/2020 17:48
2020-10537556-0;05/05/2020 12:28;PRACA DOUTOR AMADOR ALVARES, Nº 151 - CENTRO - ABAETE;-191.573.678;-454.460.844;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 20:18
2020-10537737-5;05/05/2020 12:51;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;CMD-TATICO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/05/2020 19:58
2020-10538722-3;05/05/2020 14:16;RUA CINCO, Nº 59 - BOM DESPACHO;-197.474.467;-452.768.664;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;20891;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 16:06
2020-10538946-0;05/05/2020 14:31;RUA PADRE JOSE LUIZ, Nº 440 - SAO MARCOS - NOVA SERRANA;-198.727.324;-449.898.315;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);60 BPM/7 RPM;RP2-29296;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 17:08
2020-10539657-9;05/05/2020 15:14;RUA CHIQUINHO VENANCIO, Nº 67 - JARAGUA - BOM DESPACHO;-197.163.732;-452.579.573;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;20891;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 15:49
2020-10540233-0;05/05/2020 15:53;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 17:47
2020-10540238-3;05/05/2020 15:55;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 29 - CENTRO - SERRA DA SAUDADE;-194.396.661;-457.908.549;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 17:47
2020-10540384-5;05/05/2020 16:03;RUA SETE DE SETEMBRO, Nº 238 - BOM DESPACHO;-197.357.074;-452.567.512;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28735;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 16:45
2020-10540988-3;05/05/2020 16:44;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;21231;Não;Sim;Não;RAT;Classificada;06/05/2020 00:01
2020-10541015-4;05/05/2020 16:47;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/05/2020 17:47
2020-10541107-0;05/05/2020 16:53;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;SUBCMT-63;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/05/2020 19:58
2020-10541450-3;05/05/2020 17:14;RUA ADOLFO FERNANDES DA SILVA, Nº 9 - CENTRO - SERRA DA SAUDADE;;;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;RAT;Classificada;05/05/2020 17:47
2020-10542333-5;05/05/2020 18:17;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;;Não;Não;Não;DUPLICADA;Classificada;05/05/2020 18:48
2020-10543090-0;05/05/2020 19:13;PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, Nº 25 - DORES DO INDAIA;-194.694.915;-45.608.005;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;26057;Não;Não;Não;RAT;Classificada;05/05/2020 19:14
2020-10543917-1;05/05/2020 20:16;AVENIDA FRANCISCO CAMPOS, Nº 256 - CENTRO - ESTRELA DO INDAIA;-195.221.848;-457.852.219;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;05/05/2020 20:16
2020-10544796-4;05/05/2020 21:33;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;05/05/2020 21:34
2020-10547781-3;06/05/2020 07:12;RUA CORONEL ALEXANDRE, Nº 177 - CENTRO - DORES DO INDAIA;-194.665.961;-456.070.724;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;06/05/2020 17:22
2020-10549184-5;06/05/2020 09:30;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/05/2020 17:23
2020-10549292-8;06/05/2020 09:40;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;CHEFE;Não;Não;Não;RAT;Classificada;06/05/2020 18:01
2020-10549644-3;06/05/2020 10:13;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/05/2020 17:22
2020-10550599-8;06/05/2020 11:36;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;06/05/2020 17:22
2020-10553532-3;06/05/2020 15:45;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/05/2020 17:22
2020-10555079-5;06/05/2020 17:30;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 20 - CENTRO - SERRA DA SAUDADE;-194.396.613;-457.928.162;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927 / 24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 18:35
2020-10555690-5;06/05/2020 18:18;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X02000 - FISCALIZACAO (C) (Prioridade: 1 - Alta);23 BPM/7 RPM;BANDA;Não;Não;Não;RAT;Classificada;06/05/2020 20:42
2020-10555949-5;06/05/2020 18:40;RUA DOM PEDRO I, Nº 212 - CENTRO - ESTRELA DO INDAIA;-195.182.323;-45.793.572;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;07/05/2020 18:35
2020-10557588-0;06/05/2020 20:53;PRACA PREFEITO MARIO CARNEIRO, Nº 61 - CENTRO - DORES DO INDAIA;-194.608.574;-456.027.936;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;07/05/2020 18:35
2020-10557942-7;06/05/2020 21:26;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 18:35
