Nº chamada;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual
2020-10905294-5;01/06/2020 21:40;AVENIDA FRANCISCO CAMPOS, Nº 26 - CENTRO - ESTRELA DO INDAIA;-195.218.965;-457.872.782;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;02/06/2020 00:29
2020-10905410-4;01/06/2020 21:56;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/06/2020 00:28
2020-10908952-3;02/06/2020 09:45;RUA MOACIR JOSE LEITE, Nº 100 - SANTA CLARA - DIVINOPOLIS;-201.273.691;-448.815.169;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;29303;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/06/2020 15:41
2020-10909196-8;02/06/2020 10:06;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;RAT;Classificada;02/06/2020 17:49
2020-10910044-7;02/06/2020 11:25;AVENIDA JONAS PIRES, Nº 100 - OSWALDO SOARES COSTA - DORES DO INDAIA;-19.471.011;-455.968.107;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;02/06/2020 17:47
2020-10910081-3;02/06/2020 11:28;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;RAT;Classificada;02/06/2020 17:47
2020-10910790-6;02/06/2020 12:50;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264 / 25701;Não;Não;Não;RAT;Classificada;02/06/2020 17:47
2020-10910834-0;02/06/2020 12:55;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;02/06/2020 17:47
2020-10911068-0;02/06/2020 13:21;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;02/06/2020 17:48
2020-10911879-3;02/06/2020 14:30;AVENIDA FRANCISCO CAMPOS, Nº 858 - CENTRO - DORES DO INDAIA;-194.615.553;-456.026.783;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;02/06/2020 17:48
2020-10912399-3;02/06/2020 15:03;RUA SAO PAULO / AVENIDA ANTONIO OLIMPIO DE MORAIS - DIVINOPOLIS;-201.435.315;-448.884.943;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;26042 / 26498;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/06/2020 15:31
2020-10913140-7;02/06/2020 15:45;RUA JOSE GABRIEL MEDEF, Nº 221 - BOM PASTOR - DIVINOPOLIS;-20.117.595;-448.822.397;U50003 - RECLAMACAO POR MAU ATENDIMENTO DEMAIS ORG PUBLICOS  (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28641;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;02/06/2020 16:56
2020-10916126-2;02/06/2020 19:08;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683 / 28588;Não;Não;Não;RAT;Classificada;02/06/2020 19:50
2020-10918043-8;02/06/2020 21:48;AVENIDA FRANCISCO CAMPOS, Nº 256 - CENTRO - ESTRELA DO INDAIA;-195.221.848;-457.852.219;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;02/06/2020 21:50
2020-10921911-0;03/06/2020 09:13;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;SIMOES;Não;Não;Não;RAT;Classificada;03/06/2020 13:28
2020-10921961-9;03/06/2020 09:19;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 08:12
2020-10922264-0;03/06/2020 09:48;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;TENCAMILO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/06/2020 12:24
2020-10922527-8;03/06/2020 10:12;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 08:12
2020-10922717-3;03/06/2020 10:30;RUA JADER MOURA, Nº 223 - SIMAO DA CUNHA - ABAETE;-191.547.271;-454.432.487;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;23123;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 08:12
2020-10923484-2;03/06/2020 11:34;PRACA PREFEITO MARIO CARNEIRO, Nº 27 - CENTRO - DORES DO INDAIA;-194.609.436;-456.025.369;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 08:12
2020-10923873-4;03/06/2020 12:20;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 08:12
2020-10923876-2;03/06/2020 12:20;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 08:12
2020-10925876-3;03/06/2020 15:08;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 29 - CENTRO - SERRA DA SAUDADE;-194.396.661;-457.908.549;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 08:12
2020-10927847-6;03/06/2020 17:18;RUA ORIENTE, Nº 54 - ANA ROSA - BOM DESPACHO;-197.367.352;-452.450.562;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;23016;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;03/06/2020 21:37
2020-10931722-4;03/06/2020 22:43;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 01:36
2020-10932312-8;03/06/2020 23:50;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 01:36
2020-10933042-0;04/06/2020 01:37;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 08:11
2020-10934531-2;04/06/2020 08:11;AVENIDA JONAS PIRES, Nº 100 - OSWALDO SOARES COSTA - DORES DO INDAIA;-19.471.011;-455.968.107;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;04/06/2020 10:19
2020-10935030-2;04/06/2020 08:58;RUA JOSE GONCALVES CHAVES, Nº 94 - CENTRO - CEDRO DO ABAETE;-191.452.112;-457.157.035;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28071;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 10:20
2020-10935121-6;04/06/2020 09:06;AVENIDA PRESIDENTE TANCREDO NEVES, Nº 100 - CENTRO - SAO GONCALO DO PARA;-199.822.275;-448.576.996;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);3 PEL/142 CIA PM/23 BPM/7 RPM;28086;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 10:13
2020-10936013-9;04/06/2020 10:18;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 29 - CENTRO - SERRA DA SAUDADE;-194.396.661;-457.908.549;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 12:54
2020-10936121-1;04/06/2020 10:27;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 12:54
2020-10936621-4;04/06/2020 11:16;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 12:54
2020-10937540-0;04/06/2020 12:56;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 15:36
2020-10938227-3;04/06/2020 14:03;AVENIDA PRIMEIRO DE JUNHO / RUA GOIAS - DIVINOPOLIS;-201.463.106;-448.877.657;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;26042 / 26498;Não;Não;Não;RAT;Classificada;04/06/2020 15:04
2020-10939042-3;04/06/2020 14:55;RUA LUIZ ALFREDO RICARDO, Nº 9 - CENTRO - SERRA DA SAUDADE;-194.388.443;-457.947.033;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 15:36
2020-10939713-7;04/06/2020 15:34;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 17:25
2020-10939719-3;04/06/2020 15:35;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 17:25
2020-10941345-8;04/06/2020 17:14;PRACA MATRIZ, Nº S/N - CENTRO - BOM DESPACHO;-197.371.667;-45.251.554;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;23016;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;04/06/2020 20:05
2020-10941746-9;04/06/2020 17:43;RUA MARIA DAS DORES GUIMARAES, Nº 51 - PADRE LIBERIO - DIVINOPOLIS;-201.192.205;-44.880.973;A19000 - REUNIAO COMUNITARIA / ENTIDADES DIVERSAS (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;26500;Não;Não;Não;RAT;Classificada;04/06/2020 19:01
2020-10942425-0;04/06/2020 18:32;AVENIDA DONA EUGENIA, Nº 33 - CENTRO - QUARTEL GERAL;-192.744.409;-455.583.324;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;05/06/2020 08:51
2020-10943191-7;04/06/2020 19:29;RUA LUIZ MACHADO, Nº 100 - CENTRO - SERRA DA SAUDADE;-194.386.719;-457.946.161;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;RAT;Classificada;05/06/2020 08:51
2020-10944701-7;04/06/2020 21:31;RUA DOM PEDRO I, Nº 198 - CENTRO - ESTRELA DO INDAIA;-195.183.602;-457.936.194;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;05/06/2020 08:51
2020-10948277-8;05/06/2020 07:55;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;07/06/2020 17:50
2020-10949060-1;05/06/2020 09:02;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;29303;Não;Não;Não;RAT;Classificada;05/06/2020 17:45
2020-10949168-8;05/06/2020 09:12;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;RAT;Classificada;07/06/2020 17:52
2020-10949682-1;05/06/2020 09:55;AVENIDA PRIMEIRO DE JUNHO, Nº 427 - CENTRO - DIVINOPOLIS;-201.447.171;-448.872.872;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;DUPLICADA;Classificada;05/06/2020 09:56
2020-10950357-8;05/06/2020 10:55;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;07/06/2020 17:52
2020-10950359-3;05/06/2020 10:56;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº S/N - CENTRO - SERRA DA SAUDADE;-194.394.768;-457.918.681;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;07/06/2020 17:52
2020-10950676-6;05/06/2020 11:23;PRACA PREFEITO MARIO CARNEIRO, Nº 21 - CENTRO - DORES DO INDAIA;-194.611.083;-456.031.185;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;07/06/2020 17:52
2020-10950722-1;05/06/2020 11:25;RUA JOSE GONCALVES CHAVES, Nº 94 - CENTRO - CEDRO DO ABAETE;-191.452.112;-457.157.035;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28071;Não;Não;Não;RAT;Classificada;07/06/2020 17:51
2020-10950727-5;05/06/2020 11:27;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;RAT;Classificada;07/06/2020 17:51
2020-10951925-4;05/06/2020 13:35;RUA LUIZ MACHADO, Nº 70 - CENTRO - SERRA DA SAUDADE;-194.390.735;-457.937.151;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;07/06/2020 17:51
2020-10953100-8;05/06/2020 14:52;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;07/06/2020 17:51
2020-10955403-0;05/06/2020 17:05;RUA CAPITAO JAIME GOTELIP, Nº 315 - VILA AURORA - BOM DESPACHO;-197.302.168;-452.521.755;G01330 - DESOBEDIENCIA (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;PM1141498;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/06/2020 18:15
2020-10955455-4;05/06/2020 17:09;FAZENDA LAGOINHA - BOM DESPACHO;;;G01330 - DESOBEDIENCIA (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;PM1141498;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/06/2020 19:30
2020-10956202-4;05/06/2020 18:01;PRACA PADRE AUGUSTO, Nº S/N - DISTRITO ENGENHO DO RIBEIRO - BOM DESPACHO;-195.730.077;-45.304.274;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28586;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;05/06/2020 19:31
2020-10956578-0;05/06/2020 18:28;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/06/2020 09:27
2020-10957750-5;05/06/2020 19:50;RUA LUIZ MACHADO, Nº 100 - CENTRO - SERRA DA SAUDADE;-194.386.719;-457.946.161;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/06/2020 09:27
2020-10958029-2;05/06/2020 20:11;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/06/2020 09:27
2020-10964304-0;06/06/2020 08:00;PRACA DOUTOR CANUTO, Nº 300 - CENTRO - ABAETE;-191.551.983;-454.463.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/06/2020 17:45
2020-10965017-3;06/06/2020 09:20;RUA CORONEL ALEXANDRE, Nº 177 - CENTRO - DORES DO INDAIA;-194.665.961;-456.070.724;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/06/2020 17:45
2020-10965600-8;06/06/2020 10:22;AVENIDA FRANCISCO CAMPOS, Nº 858 - CENTRO - DORES DO INDAIA;-194.615.553;-456.026.783;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/06/2020 17:45
