Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Situação Arma;Tipo Arma;Data Fato;Horário Fato;Qtde  Armas de Fogo
2019-004127052-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;B01147;CONSUMADO;RUA;PATRICIA LACERDA;;PREENCHIMENTO OPCIONAL;;626;VILA ANDRE DE FREITAS;;;;NOVA SERRANA;-19,87721610;-44,97561050;APREENDIDO;ARMAS DE PRESSAO IGUAL OU INFERIOR A 6MM;27/01/2019;16:49:05;1
2019-004184246-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03016;CONSUMADO;AVENIDA;CRISPIM ALVES MAGALHAES;;PREENCHIMENTO OPCIONAL;;52;CIDADE NOVA;;;;MARAVILHAS;-19,51895390;-44,68182230;APREENDIDO;PISTOLA;27/01/2019;23:30:00;1
2019-004503964-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;POVOADO;TRES BARRAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;POVOADO TIRA CHAPEU;SAO SEBASTIAO DO OESTE;-20,25047200;-45,10050930;APREENDIDO;ESPINGARDA / ESCOPETA;29/01/2019;17:30:00;1
2019-004677679-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;ELEOTERIA ALVES MARTINS;;ANTONIO CANDIDO CASTELO BRANCO FILHO;;;DONA IZABEL;;;;POMPEU;-19,20900190;-45,00542980;APREENDIDO;PISTOLA;30/01/2019;19:00:00;1
2019-004720347-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;NOSSA SENHORA DE FATIMA;PREENCHIMENTO OPCIONAL;;206;INVÁLIDO;RESIDENCIAL JOAO GOMES;;;IGARATINGA;-19,96180556;-44,70908333;APREENDIDO;ESPINGARDA POLVEIRA;30/01/2019;23:20:00;1
2019-004852010-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;BECO;TABATINGA;;PREENCHIMENTO OPCIONAL;;100;CONJUNTO HABITACIONAL GERALDO SABIA;;;;BOM DESPACHO;-19,73975260;-45,24338960;APREENDIDO;REVOLVER;31/01/2019;18:52:08;1
2019-004853174-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03012;CONSUMADO;RUA;ZACARIAS GUIMARAES;;PREENCHIMENTO OPCIONAL;;1385;SAO GERALDO IL;;;;NOVA SERRANA;-19,88029560;-44,96960980;APREENDIDO;REVOLVER;31/01/2019;19:23:00;1
2019-004860163-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;TENTADO;RUA;ITAGUARA;;PREENCHIMENTO OPCIONAL;;35.0000;CENTRO;;;;CLAUDIO;-20,44394630;-44,76607250;APREENDIDO;REVOLVER;31/01/2019;18:35:00;1
2019-004893897-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;B01147;CONSUMADO;RODOVIA;INVÁLIDO;BR 352;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PARA DE MINAS;;;APREENDIDO;ESPINGARDA / ESCOPETA;01/02/2019;00:35:35;1
2019-004893897-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;B01147;CONSUMADO;RODOVIA;INVÁLIDO;BR 352;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PARA DE MINAS;;;APREENDIDO;REVOLVER;01/02/2019;00:35:35;1
2019-004899866-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;TENTADO;RUA;JOAO CECILIO DOS SANTOS;;PREENCHIMENTO OPCIONAL;;423;MORADA DO SOL;;;;PITANGUI;-19,67985600;-44,90059020;APREENDIDO;REVOLVER;31/01/2019;22:00:00;1
2019-004900113-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;60 BPM/7 RPM;K99000;CONSUMADO;RUA;JOAO CECILIO DOS SANTOS;;PREENCHIMENTO OPCIONAL;;413;MORADA DO SOL;;;;PITANGUI;-19,67981620;-44,90050830;APREENDIDO;PISTOLA;01/02/2019;02:04:40;1
2019-004911414-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;FAZENDA;MARMELADA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-19,16700000;-45,55152800;APREENDIDO;CARABINA / RIFLE;01/02/2019;07:08:25;1
2019-004911414-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;FAZENDA;MARMELADA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-19,16700000;-45,55152800;APREENDIDO;ESPINGARDA / ESCOPETA;01/02/2019;07:08:25;1
2019-004911414-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;FAZENDA;MARMELADA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-19,16700000;-45,55152800;APREENDIDO;ESPINGARDA POLVEIRA;01/02/2019;07:08:25;1
2019-004911414-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;FAZENDA;MARMELADA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-19,16700000;-45,55152800;APREENDIDO;GARRUCHA;01/02/2019;07:08:25;2
2019-004911414-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;FAZENDA;MARMELADA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-19,16700000;-45,55152800;APREENDIDO;PISTOLETE (CALIBRE DE ESPINGARDA);01/02/2019;07:08:25;4
2019-004912001-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;RUA;PIO XII;BECO VILA MARIANA;PREENCHIMENTO OPCIONAL;;124.000;ZONA 02;;;;PAINEIRAS;-18,90606340;-45,53538480;APREENDIDO;REVOLVER;01/02/2019;06:30:00;1
2019-004912187-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;RUA;LUIZ GONZAGA DE SOUZA;;PREENCHIMENTO OPCIONAL;;120;MARMELADA;;;;ABAETE;-19,16261880;-45,44556580;APREENDIDO;GARRUCHA;01/02/2019;06:00:00;2
2019-004912986-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;RUA;ANTONIO PINTO DA FONSECA;;PREENCHIMENTO OPCIONAL;;210;ZONA 02;;;;PAINEIRAS;-18,90396610;-45,53714690;APREENDIDO;GARRUCHA;01/02/2019;06:35:00;1
2019-004912986-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;RUA;ANTONIO PINTO DA FONSECA;;PREENCHIMENTO OPCIONAL;;210;ZONA 02;;;;PAINEIRAS;-18,90396610;-45,53714690;APREENDIDO;REVOLVER;01/02/2019;06:35:00;1
2019-004914894-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;RUA;VALDEMAR JOSE FERNANDES;;PREENCHIMENTO OPCIONAL;;510;BERNARDO SOARES DE FARIA;;;;ABAETE;-19,17877200;-45,43579140;APREENDIDO;REVOLVER;01/02/2019;07:34:36;1
2019-004918667-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;AVENIDA;GUAJAJARAS;;PREENCHIMENTO OPCIONAL;;1441;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13063840;-44,83843270;APREENDIDO;PISTOLA;01/02/2019;08:40:04;2
2019-004940877-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;AVENIDA;LAERTON PAULINELLI;;PREENCHIMENTO OPCIONAL;;1750;NOVO ORIENTE;;;;LUZ;-19,78740530;-45,67125810;APREENDIDO;PISTOLA;01/02/2019;11:00:00;1
2019-005030072-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E99000;CONSUMADO;RUELA;QUARENTA E DOIS;NOSSA SENHORA DO ROSARIO;PREENCHIMENTO OPCIONAL;;330.000;CENTRO;;;;CEDRO DO ABAETE;-19,14985380;-45,71382600;APREENDIDO;ESPINGARDA POLVEIRA;01/02/2019;20:06:00;1
2019-005033900-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;VALDELINO ALVES DE SOUZA;;PREENCHIMENTO OPCIONAL;;170;VARZEA DAS FLORES;;NUMERO CORRETO 171;;POMPEU;-19,23352560;-44,99641790;APREENDIDO;REVOLVER;01/02/2019;20:40:00;1
2019-005040078-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;DOIS, CONDOMINIO 2, BLOCO 1;PREENCHIMENTO OPCIONAL;;;INVÁLIDO;CONJUNTO HABITACIONAL CECILIA MEIRELES;AP 206;;PARA DE MINAS;;;APREENDIDO;ESPINGARDA / ESCOPETA;01/02/2019;21:53:09;1
2019-005045419-001;POLICIA MILITAR;INVÁLIDO;280 CIA PM/60 BPM/7 RPM;B01121;CONSUMADO;RUA;INVÁLIDO;SAO LOURENCO;PREENCHIMENTO OPCIONAL;;618;INVÁLIDO;NOVO HORIZONTE;;;NOVA SERRANA;;;APREENDIDO;GARRUCHA;01/02/2019;21:17:20;1
2019-005092256-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;JORGE ADRIANO SILVA;;PREENCHIMENTO OPCIONAL;;297;SANTA MARIA;;;;CLAUDIO;-20,43598000;-44,78467740;APREENDIDO;GARRUCHA;02/02/2019;09:56:29;1
2019-005092256-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;JORGE ADRIANO SILVA;;PREENCHIMENTO OPCIONAL;;297;SANTA MARIA;;;;CLAUDIO;-20,43598000;-44,78467740;APREENDIDO;REVOLVER;02/02/2019;09:56:29;1
2019-005105952-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01180;CONSUMADO;RUA;MARIA DE SOUZA RIBEIRO;;PREENCHIMENTO OPCIONAL;;570;JUCA FIRMINO;;;;ARAUJOS;-19,94036730;-45,16391360;APREENDIDO;REVOLVER;02/02/2019;12:21:01;1
2019-005182153-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;DAS OLIVEIRAS;;PREENCHIMENTO OPCIONAL;;421;PARQUE CIDADE JARDIM;;;;POMPEU;-19,24006430;-44,99564850;APREENDIDO;ESPINGARDA / ESCOPETA;02/02/2019;19:50:00;1
2019-005182153-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;DAS OLIVEIRAS;;PREENCHIMENTO OPCIONAL;;421;PARQUE CIDADE JARDIM;;;;POMPEU;-19,24006430;-44,99564850;APREENDIDO;PISTOLA;02/02/2019;19:50:00;1
2019-005182153-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;DAS OLIVEIRAS;;PREENCHIMENTO OPCIONAL;;421;PARQUE CIDADE JARDIM;;;;POMPEU;-19,24006430;-44,99564850;APREENDIDO;REVOLVER;02/02/2019;19:50:00;1
2019-005189744-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;MARECHAL FLORIANO PEIXOTO;;PREENCHIMENTO OPCIONAL;;171;HALIM SOUKI;;;;DIVINOPOLIS;-20,13381470;-44,86339840;APREENDIDO;PISTOLA;03/02/2019;00:00:40;1
2019-005192750-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E08019;CONSUMADO;RUA;NOSSA SENHORA LIVRAMENTO;;PREENCHIMENTO OPCIONAL;;30;SANTO ANTÔNIO;;;;PIMENTA;-20,47315060;-45,80315400;APREENDIDO;GARRUCHA;03/02/2019;00:30:00;1
2019-005204155-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E03014;CONSUMADO;RUA;PEDRO RODRIGUES DE MORAES;;PREENCHIMENTO OPCIONAL;;137;SANTO ANTONIO;;;;FORMIGA;-20,47259070;-45,43447490;APREENDIDO;REVOLVER;03/02/2019;03:10:19;1
2019-005297355-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;RUA;JADER MOURA;;PREENCHIMENTO OPCIONAL;;664;CENTRO;;;;ABAETE;-19,15817830;-45,44878340;APREENDIDO;PISTOLA;03/02/2019;21:44:16;1
2019-005465484-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;ALAIR CASTELO BRANCO;;PREENCHIMENTO OPCIONAL;;408;SANTO ANTONIO;;;;POMPEU;-19,22303740;-45,01111510;APREENDIDO;REVOLVER;04/02/2019;19:50:00;1
2019-005530438-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;NOVA SERRANA;PREENCHIMENTO OPCIONAL;;133;INVÁLIDO;IRM¿OS RUFO;;;PERDIGAO;;;FURTADO / ROUBADO (NAO RECUPERADO);PISTOLA;05/02/2019;08:37:38;1
2019-005664019-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;RUA;PAULO PEREIRA DA COSTA;;PREENCHIMENTO OPCIONAL;;0;ALVORADA;;;;BOM DESPACHO;-19,71362940;-45,26303750;APREENDIDO;PISTOLA;06/02/2019;00:33:59;1
2019-005698840-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A03000;CONSUMADO;RUA;BENEDITO VALADARES;;PREENCHIMENTO OPCIONAL;;527;CENTRO;;APTO 202;;PARA DE MINAS;-19,86497160;-44,60444420;APREENDIDO;REVOLVER;06/02/2019;10:11:38;1
2019-005767125-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;MARAVILHA;;PREENCHIMENTO OPCIONAL;;30;NITEROI;;;morro da pitimba;DIVINOPOLIS;-20,14387660;-44,87750320;APREENDIDO;SUBMETRALHADORA (USO RESTRITO);06/02/2019;16:53:05;1
2019-005829564-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;FAZENDA;PALMEIRAS;PALMEIRAS;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;;;;ABAETE;-19,15310740;-45,27090770;APREENDIDO;PISTOLA;06/02/2019;21:35:00;1
2019-005832950-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;RUA;DOUTOR ROSCIO;;PREENCHIMENTO OPCIONAL;;500;SAO JORGE;;;oficina;MARTINHO CAMPOS;-19,32094260;-45,23398400;APREENDIDO;PISTOLA;07/02/2019;00:50:00;1
2019-005832950-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;RUA;DOUTOR ROSCIO;;PREENCHIMENTO OPCIONAL;;500;SAO JORGE;;;oficina;MARTINHO CAMPOS;-19,32094260;-45,23398400;APREENDIDO;REVOLVER;07/02/2019;00:50:00;2
2019-005837783-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;B01121;TENTADO;RUA;CHIQUINHO DA QUITA;;PREENCHIMENTO OPCIONAL;;175;VOLTA DO BREJO;;;;POMPEU;-19,21864430;-44,98582700;APREENDIDO;ESPINGARDA / ESCOPETA;07/02/2019;01:20:00;1
2019-005837783-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;B01121;TENTADO;RUA;CHIQUINHO DA QUITA;;PREENCHIMENTO OPCIONAL;;175;VOLTA DO BREJO;;;;POMPEU;-19,21864430;-44,98582700;APREENDIDO;PISTOLA;07/02/2019;01:20:00;1
2019-005859034-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;60 BPM/7 RPM;I04033;CONSUMADO;RUA;GOMIDES XAVIER SALDANHA;;PREENCHIMENTO OPCIONAL;;38;SAO FRANCISCO;;;;PITANGUI;-19,67913540;-44,88519240;APREENDIDO;PISTOLA;07/02/2019;09:29:44;1
2019-005880280-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;BOCAINA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PAINEIRAS;-18,85975000;-45,56680600;APREENDIDO;ESPINGARDA / ESCOPETA;07/02/2019;11:00:00;1
2019-005947995-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;DOUTOR JOSE MARIA DE CASTRO PINTO;AUGUSTO GONCALVES PAULINO;PREENCHIMENTO OPCIONAL;;401.000;CHACREAMENTO VALE VERDE;ITAUNENSE;;;ITAUNA;-20,10075740;-44,61054540;APREENDIDO;PISTOLA;07/02/2019;18:13:53;1
2019-005965536-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;E03014;CONSUMADO;RUA;CORONEL MARTINHO FERREIRA DO AMARAL;;PREENCHIMENTO OPCIONAL;;522;BEIJA FLOR;;;;NOVA SERRANA;-19,87530900;-44,98249600;APREENDIDO;PISTOLA;07/02/2019;19:49:55;1
2019-006171570-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 BPM/7 RPM;C01157;CONSUMADO;RUA;VITORIO MENEGHIN;PADRE EUSTAQUIO;PREENCHIMENTO OPCIONAL;;1086.00;NOSSA SENHORA DE FATIMA;NOSSA SENHORA DE FATIMA;;;BOM DESPACHO;-19,72720490;-45,26456780;APREENDIDO;REVOLVER;08/02/2019;23:42:36;1
2019-006228950-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;PRACA;MATRIZ;;PREENCHIMENTO OPCIONAL;;0;CENTRO;;;;BOM DESPACHO;-19,73716670;-45,25155400;APREENDIDO;REVOLVER;09/02/2019;13:13:45;1
2019-006264876-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E03014;CONSUMADO;ESTRADA;BOCA DA MATA;;PREENCHIMENTO OPCIONAL;;95;INVÁLIDO;;;;ARCOS;-20,29493190;-45,54671480;APREENDIDO;REVOLVER;09/02/2019;17:29:55;1
2019-006308956-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM IND PE/7 RPM;E03016;CONSUMADO;RUA;INVÁLIDO;CAPELINHA;PREENCHIMENTO OPCIONAL;;62;INVÁLIDO;NOVO HORIZONTE;;;PERDIGAO;;;APREENDIDO;PISTOLA;09/02/2019;23:46:52;1
2019-006323995-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;B01147;CONSUMADO;AVENIDA;CRISPIM ALVES MAGALHAES;;PREENCHIMENTO OPCIONAL;;162;CIDADE NOVA;;;;MARAVILHAS;-19,51871360;-44,68198380;APREENDIDO;OUTROS - TIPO DE ARMA;10/02/2019;00:10:00;1
2019-006355492-001;POLICIA MILITAR;INVÁLIDO;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;TRES MARIAS;PREENCHIMENTO OPCIONAL;;501;INVÁLIDO;;;;DIVINOPOLIS;;;FURTADO / ROUBADO (NAO RECUPERADO);ARMAS DE PRESSAO IGUAL OU INFERIOR A 6MM;10/02/2019;10:44:53;1
2019-006394277-002;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;RUA;DUZENTOS E SETE;;PREENCHIMENTO OPCIONAL;;0.00000;GARÇAS DE MINAS;GARÇAS DE MINAS;;;IGUATAMA;-20,18491100;-45,68477820;APREENDIDO;GARRUCHA;14/02/2019;13:30:00;1
2019-006454152-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;OZEAS CORDEIRO VALADARES;;PREENCHIMENTO OPCIONAL;;1903;VARZEA DO GALINHEIRO;;;;POMPEU;-19,24475770;-44,98918760;APREENDIDO;REVOLVER;11/02/2019;03:01:34;1
2019-006488458-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;COPOM/7 BPM/7 RPM;E99000;CONSUMADO;ACESSO RURAL;ACESSO AO POVOADO DA GARCA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;ESTRADA DA GARÇA;BOM DESPACHO;-19,74376640;-45,29113030;APREENDIDO;REVOLVER;11/02/2019;10:26:14;1
2019-006498741-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;JACIRA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;BIQUINHAS;-18,69952778;-45,57775000;APREENDIDO;ESPINGARDA / ESCOPETA;11/02/2019;09:45:00;1
2019-006503997-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;ESTRADA;INVÁLIDO;VICINAL DE ACESSO SANTANA DA PRATA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;SANTANA DA PRATA;;;PITANGUI;-19,85105556;-44,82077778;APREENDIDO;GARRUCHA;11/02/2019;11:00:00;1
2019-006578838-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03016;CONSUMADO;AVENIDA;FRANCISCO JOSE PEDRO;;PREENCHIMENTO OPCIONAL;;270;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;PISTOLA;11/02/2019;16:30:00;1
2019-006578838-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03016;CONSUMADO;AVENIDA;FRANCISCO JOSE PEDRO;;PREENCHIMENTO OPCIONAL;;270;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;REVOLVER;11/02/2019;16:30:00;1
2019-006651465-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;SITIO;MEDEIROS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PEDRA DO INDAIA;-20,31765000;-45,28441100;APREENDIDO;ESPINGARDA POLVEIRA;12/02/2019;07:27:29;1
2019-006799799-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;B01129;CONSUMADO;RUA;FORMIGA;;PREENCHIMENTO OPCIONAL;;114;CENTRO;;;;ARCOS;-20,29078210;-45,54320070;APREENDIDO;ARMAS DE PRESSAO IGUAL OU INFERIOR A 6MM;12/02/2019;22:32:28;1
2019-006873323-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;B01121;TENTADO;RUA;LEVI GONCALVES GUIMARAES;;PREENCHIMENTO OPCIONAL;;50;JUSA FONSECA;;;;DIVINOPOLIS;-20,17298590;-44,87050630;APREENDIDO;REVOLVER;13/02/2019;10:44:59;1
2019-007001651-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;GERALDO ALVES PARREIRA;;PREENCHIMENTO OPCIONAL;;123.000;CENTRO;centro;;;POMPEU;-19,21377840;-45,00082550;APREENDIDO;PISTOLA;13/02/2019;23:00:00;1
2019-007094892-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;MARANHAO;PREENCHIMENTO OPCIONAL;;1325;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;PISTOLA;14/02/2019;15:18:32;1
2019-007094892-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;MARANHAO;PREENCHIMENTO OPCIONAL;;1325;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;SUBMETRALHADORA (USO RESTRITO);14/02/2019;15:18:32;1
2019-007140668-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;NELSON CANDIDO RIBEIRO;;PREENCHIMENTO OPCIONAL;;21;NOVA MORADA DOIS;;;;ARCOS;-20,27860360;-45,51671440;APREENDIDO;REVOLVER;14/02/2019;18:20:39;1
2019-007166077-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E99000;CONSUMADO;RUA;INVÁLIDO;SALVADOR GONCALVES DE OLIVEIRA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;BECO DA MORTE BAIRRO SÃO PAULO;PARA DE MINAS;;;APREENDIDO;REVOLVER;14/02/2019;22:22:38;1
