UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
AM;BARCELOS;96;9;0;4;0;8;18;0;0;0;24;33;0;0;0;0;0;0;0;0;0;0;2003
AM;BARREIRINHA;62;1;0;0;0;3;3;0;0;0;34;21;0;0;0;0;0;0;0;0;0;0;2003
AM;BENJAMIN CONSTANT;65;4;0;0;0;2;7;0;0;1;24;27;0;0;0;0;0;0;0;0;0;0;2003
AM;BERURI;13;0;0;0;0;0;0;0;0;0;8;5;0;0;0;0;0;0;0;0;0;0;2003
AM;BOA VISTA DO RAMOS;26;1;0;1;0;0;2;0;0;0;14;8;0;0;0;0;0;0;0;0;0;0;2003
AM;BOCA DO ACRE;301;132;0;14;2;8;11;0;0;2;79;49;1;0;1;2;0;0;0;0;0;0;2003
AM;BORBA;129;10;0;2;0;2;12;0;0;0;81;22;0;0;0;0;0;0;0;0;0;0;2003
AM;CAAPIRANGA;7;0;0;4;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2003
AM;CANUTAMA;5;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2003
AM;CARAUARI;106;8;0;6;0;4;13;0;0;1;64;10;0;0;0;0;0;0;0;0;0;0;2003
AM;CAREIRO;152;21;0;13;0;11;18;0;0;2;55;11;21;0;0;0;0;0;0;0;0;0;2003
AM;CAREIRO DA VARZEA;36;5;0;4;0;0;10;0;0;2;10;3;2;0;0;0;0;0;0;0;0;0;2003
AM;COARI;1803;114;0;27;0;25;62;0;1;1;1113;458;1;0;0;0;0;0;0;0;1;0;2003
AM;CODAJAS;81;5;0;2;0;1;0;0;0;0;65;8;0;0;0;0;0;0;0;0;0;0;2003
AM;EIRUNEPE;44;9;0;8;0;1;6;0;0;0;13;7;0;0;0;0;0;0;0;0;0;0;2003
AM;ENVIRA;19;1;0;3;0;1;7;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;2003
AM;FONTE BOA;39;2;0;9;0;0;6;0;0;0;18;4;0;0;0;0;0;0;0;0;0;0;2003
AM;GUAJARA;3;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2003
AM;HUMAITA;1110;273;0;49;5;14;51;0;0;0;398;308;6;0;0;6;0;0;0;0;0;0;2003
AM;IPIXUNA;4;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2003
AM;IRANDUBA;653;197;0;53;7;22;77;0;0;2;216;56;11;0;4;7;0;0;0;0;0;1;2003
AM;ITACOATIARA;5352;972;0;189;17;89;245;0;3;14;2213;1527;36;0;11;34;0;1;0;0;1;0;2003
AM;ITAMARATI;3;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2003
AM;ITAPIRANGA;32;4;0;1;0;1;4;0;0;0;19;3;0;0;0;0;0;0;0;0;0;0;2003
AM;JAPURA;7;0;0;2;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2003
AM;JURUA;10;0;0;3;0;2;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2003
AM;JUTAI;11;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;2003
AM;LABREA;99;6;0;8;0;3;5;0;0;0;62;14;1;0;0;0;0;0;0;0;0;0;2003
AM;MANACAPURU;2348;790;0;101;1;58;252;0;1;6;641;449;39;0;0;9;0;1;0;0;0;0;2003
AM;MANAQUIRI;19;4;0;1;0;1;3;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;2003
AM;MANAUS;220816;130813;0;9067;955;12126;23810;60;270;1081;28966;3652;3367;0;964;5326;4;75;0;36;30;214;2003
AM;MANICORE;135;6;0;5;0;1;5;0;0;1;72;45;0;0;0;0;0;0;0;0;0;0;2003
AM;MARAA;11;0;0;0;0;1;3;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;2003
AM;MAUES;918;128;0;18;0;23;58;0;0;0;452;237;2;0;0;0;0;0;0;0;0;0;2003
AM;NHAMUNDA;56;2;0;2;0;1;2;0;0;0;34;15;0;0;0;0;0;0;0;0;0;0;2003
AM;NOVA OLINDA DO NORTE;71;1;0;3;0;2;2;0;1;0;41;19;2;0;0;0;0;0;0;0;0;0;2003
AM;NOVO AIRAO;70;17;0;8;0;2;15;0;0;0;18;9;1;0;0;0;0;0;0;0;0;0;2003
AM;NOVO ARIPUANA;48;3;0;4;0;1;4;0;0;0;21;11;4;0;0;0;0;0;0;0;0;0;2003
AM;PARINTINS;4547;434;0;71;1;42;132;0;1;2;2307;1548;3;0;0;2;0;4;0;0;0;0;2003
AM;PAUINI;13;1;0;4;0;0;3;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;2003
AM;PRESIDENTE FIGUEIREDO;1213;413;0;106;11;66;169;0;1;14;297;81;26;0;5;22;0;0;0;1;0;1;2003
AM;RIO PRETO DA EVA;411;136;0;30;0;20;61;0;0;2;126;26;10;0;0;0;0;0;0;0;0;0;2003
AM;SANTA ISABEL DO RIO NEGRO;21;1;0;6;0;0;4;0;0;2;4;3;1;0;0;0;0;0;0;0;0;0;2003
AM;SANTO ANTONIO DO ICA;29;0;0;3;0;1;5;0;0;0;13;7;0;0;0;0;0;0;0;0;0;0;2003
AM;SAO GABRIEL DA CACHOEIRA;924;482;0;55;1;38;95;0;0;6;133;108;4;0;1;0;0;1;0;0;0;0;2003
AM;SAO PAULO DE OLIVENCA;38;1;0;1;0;1;4;0;0;0;19;12;0;0;0;0;0;0;0;0;0;0;2003
AM;SAO SEBASTIAO DO UATUMA;15;0;0;1;0;0;0;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;2003
AM;SILVES;30;0;0;5;0;2;8;0;0;2;10;2;1;0;0;0;0;0;0;0;0;0;2003
AM;TABATINGA;1010;356;0;25;0;16;74;0;1;2;278;256;1;0;0;0;0;1;0;0;0;0;2003
AM;TAPAUA;29;0;0;1;0;0;1;0;0;0;20;6;1;0;0;0;0;0;0;0;0;0;2003
AM;TEFE;2104;301;0;24;0;17;74;0;0;0;1200;486;0;0;1;0;0;0;0;0;0;1;2003
AM;TONANTINS;6;0;0;0;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;2003
AM;UARINI;4;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2003
AM;URUCARA;68;1;0;3;0;1;3;0;0;0;45;14;1;0;0;0;0;0;0;0;0;0;2003
AM;URUCURITUBA;37;0;0;2;0;1;12;0;0;0;14;8;0;0;0;0;0;0;0;0;0;0;2003
AP;AMAPA;70;37;0;4;0;8;6;0;0;1;11;3;0;0;0;0;0;0;0;0;0;0;2003
AP;CALCOENE;48;12;0;0;0;3;9;0;0;0;23;1;0;0;0;0;0;0;0;0;0;0;2003
AP;CUTIAS;3;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2003
AP;FERREIRA GOMES;19;9;0;0;0;2;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;2003
AP;ITAUBAL;4;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;2003
AP;LARANJAL DO JARI;411;182;0;29;0;10;25;0;0;4;109;46;6;0;0;0;0;0;0;0;0;0;2003
AP;MACAPA;37132;19272;0;1549;55;2922;3266;13;41;106;7803;1392;354;0;167;157;13;1;0;0;0;21;2003
AP;MAZAGAO;95;54;0;6;0;8;12;0;0;1;9;4;1;0;0;0;0;0;0;0;0;0;2003
AP;OIAPOQUE;391;115;0;22;1;23;45;0;2;1;166;13;1;0;0;2;0;0;0;0;0;0;2003
AP;PORTO GRANDE;147;53;0;15;0;7;30;0;0;0;34;6;1;0;0;1;0;0;0;0;0;0;2003
AP;PRACUUBA;3;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2003
AP;SANTANA;4806;1834;0;372;43;257;737;0;2;21;1024;350;31;0;35;93;5;0;0;0;0;2;2003
AP;SERRA DO NAVIO;31;18;0;0;0;3;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2003
AP;TARTARUGALZINHO;25;7;0;4;0;2;5;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2003
AP;VITORIA DO JARI;6;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2003
BA;ABAIRA;419;211;0;26;0;22;65;0;0;5;76;4;10;0;0;0;0;0;0;0;0;0;2003
BA;ABARE;209;76;0;12;0;5;29;0;0;2;77;0;8;0;0;0;0;0;0;0;0;0;2003
BA;ACAJUTIBA;471;200;0;26;1;9;29;0;0;3;178;20;3;0;1;1;0;0;0;0;0;0;2003
BA;ADUSTINA;319;57;0;12;0;3;7;0;0;5;218;16;1;0;0;0;0;0;0;0;0;0;2003
BA;AGUA FRIA;224;102;0;9;0;2;35;0;0;5;60;1;7;0;3;0;0;0;0;0;0;0;2003
BA;AIQUARA;98;51;0;5;0;3;17;0;0;1;19;2;0;0;0;0;0;0;0;0;0;0;2003
BA;ALAGOINHAS;13955;8025;0;712;66;355;1076;4;0;88;2607;515;221;0;213;66;1;0;0;0;2;4;2003
BA;ALCOBACA;599;254;0;16;2;33;53;0;0;1;167;58;6;0;9;0;0;0;0;0;0;0;2003
BA;ALMADINA;117;66;0;7;0;10;20;0;0;1;12;0;1;0;0;0;0;0;0;0;0;0;2003
BA;AMARGOSA;2541;1260;0;145;1;103;269;0;0;7;631;86;27;0;12;0;0;0;0;0;0;0;2003
BA;AMELIA RODRIGUES;1311;633;0;115;7;22;200;0;0;21;229;24;14;0;26;20;0;0;0;0;0;0;2003
BA;AMERICA DOURADA;203;105;0;10;0;6;24;0;0;3;52;1;2;0;0;0;0;0;0;0;0;0;2003
BA;ANAGE;432;196;0;37;1;17;50;0;0;8;101;4;16;0;2;0;0;0;0;0;0;0;2003
BA;ANDARAI;174;71;0;14;0;7;25;0;0;1;51;2;3;0;0;0;0;0;0;0;0;0;2003
BA;ANDORINHA;416;185;0;31;0;12;48;0;0;2;118;1;16;0;2;1;0;0;0;0;0;0;2003
BA;ANGICAL;211;71;0;6;0;6;36;0;0;7;71;12;2;0;0;0;0;0;0;0;0;0;2003
BA;ANGUERA;211;81;0;10;1;3;37;0;0;5;58;7;5;0;4;0;0;0;0;0;0;0;2003
BA;ANTAS;384;108;0;17;0;7;33;0;0;3;195;10;5;0;5;0;0;0;0;0;0;1;2003
BA;ANTONIO CARDOSO;142;67;0;0;2;4;12;0;0;11;36;1;8;0;0;1;0;0;0;0;0;0;2003
BA;ANTONIO GONCALVES;267;132;0;13;0;8;22;0;0;2;84;3;3;0;0;0;0;0;0;0;0;0;2003
BA;APORA;463;166;0;15;0;3;27;0;0;5;220;17;7;0;3;0;0;0;0;0;0;0;2003
BA;APUAREMA;175;30;0;16;0;9;38;0;0;0;75;3;4;0;0;0;0;0;0;0;0;0;2003
BA;ARACAS;321;159;0;25;0;6;56;0;0;11;48;3;9;0;2;0;0;0;0;0;0;2;2003
BA;ARACATU;354;101;0;41;2;10;51;0;0;3;131;3;9;0;1;2;0;0;0;0;0;0;2003
BA;ARACI;1308;663;0;88;2;23;197;0;0;4;275;19;25;0;10;2;0;0;0;0;0;0;2003
BA;ARAMARI;230;139;0;8;2;5;23;0;0;1;41;2;2;0;2;5;0;0;0;0;0;0;2003
BA;ARATACA;118;59;0;9;0;2;20;0;0;0;25;0;2;0;1;0;0;0;0;0;0;0;2003
BA;ARATUIPE;206;99;0;10;0;2;23;0;0;0;63;0;5;0;4;0;0;0;0;0;0;0;2003
BA;AURELINO LEAL;229;114;0;32;0;4;32;0;0;3;32;6;4;0;2;0;0;0;0;0;0;0;2003
BA;BAIANOPOLIS;307;78;0;23;0;16;37;0;0;3;140;5;4;0;1;0;0;0;0;0;0;0;2003
BA;BAIXA GRANDE;606;247;0;34;0;15;102;0;0;5;170;16;11;0;5;0;0;0;0;0;0;1;2003
BA;BANZAE;346;93;0;12;0;13;30;0;0;2;169;10;16;0;1;0;0;0;0;0;0;0;2003
BA;BARRA;596;166;0;17;1;30;51;0;0;3;262;55;6;0;4;1;0;0;0;0;0;0;2003
BA;BARRA DA ESTIVA;1311;340;0;83;3;40;154;0;0;6;629;30;14;0;9;3;0;0;0;0;0;0;2003
BA;BARRA DO CHOCA;700;307;0;56;1;31;111;0;0;26;142;15;8;0;3;0;0;0;0;0;0;0;2003
BA;BARRA DO MENDES;355;148;0;25;1;26;81;0;0;3;60;8;2;0;0;1;0;0;0;0;0;0;2003
BA;BARRA DO ROCHA;88;45;0;5;0;4;20;1;0;1;11;0;0;0;1;0;0;0;0;0;0;0;2003
BA;BARREIRAS;19632;7470;0;1396;256;1073;1919;0;13;40;5209;1415;164;0;256;395;8;5;0;0;1;12;2003
BA;BARRO ALTO;306;113;0;27;0;21;38;0;0;1;93;8;5;0;0;0;0;0;0;0;0;0;2003
BA;BARRO PRETO;121;72;0;13;0;8;12;0;0;1;8;0;5;0;1;0;0;0;0;0;0;1;2003
BA;BARROCAS;480;239;0;45;1;12;23;0;0;1;144;9;3;0;1;1;0;0;0;0;0;1;2003
BA;BELMONTE;445;154;0;23;1;24;28;0;0;0;165;42;2;0;3;3;0;0;0;0;0;0;2003
BA;BELO CAMPO;480;201;0;45;3;17;71;0;0;7;120;4;9;0;0;3;0;0;0;0;0;0;2003
BA;BIRITINGA;478;243;0;10;0;7;41;0;0;6;150;3;15;0;3;0;0;0;0;0;0;0;2003
BA;BOA NOVA;149;71;0;12;0;6;33;0;0;6;12;0;9;0;0;0;0;0;0;0;0;0;2003
BA;BOA VISTA DO TUPIM;387;118;0;33;1;22;64;0;0;1;136;5;5;0;2;0;0;0;0;0;0;0;2003
BA;BOM JESUS DA LAPA;4521;1387;0;237;17;186;385;0;0;18;2001;179;45;0;33;19;10;2;0;0;1;1;2003
BA;BOM JESUS DA SERRA;145;46;0;8;0;4;48;0;0;14;15;0;9;0;1;0;0;0;0;0;0;0;2003
BA;BONINAL;495;152;0;43;6;20;95;0;0;5;148;11;10;0;2;3;0;0;0;0;0;0;2003
BA;BONITO;212;106;0;21;0;12;44;0;0;0;20;4;3;0;2;0;0;0;0;0;0;0;2003
BA;BOQUIRA;809;271;0;55;2;24;117;0;0;6;293;14;26;0;0;1;0;0;0;0;0;0;2003
BA;BOTUPORA;250;102;0;15;0;10;41;0;0;2;64;6;10;0;0;0;0;0;0;0;0;0;2003
BA;BREJOES;428;178;0;54;0;17;77;0;0;1;86;5;8;0;2;0;0;0;0;0;0;0;2003
BA;BREJOLANDIA;315;55;0;15;0;12;33;0;0;2;185;9;4;0;0;0;0;0;0;0;0;0;2003
BA;BROTAS DE MACAUBAS;268;96;0;10;1;26;58;0;0;5;64;2;5;0;0;1;0;0;0;0;0;0;2003
BA;BRUMADO;9650;3630;0;683;204;362;856;0;0;56;3341;84;111;0;50;263;3;3;0;0;2;2;2003
BA;BUERAREMA;761;402;0;71;0;37;117;0;0;2;107;12;8;0;5;0;0;0;0;0;0;0;2003
BA;BURITIRAMA;68;14;0;5;0;9;18;0;0;1;14;1;6;0;0;0;0;0;0;0;0;0;2003
BA;CAATIBA;47;18;0;3;0;3;16;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2003
BA;CABACEIRAS DO PARAGUACU;344;128;0;26;3;5;29;0;0;3;132;2;9;0;4;3;0;0;0;0;0;0;2003
BA;CACHOEIRA;1168;688;0;56;1;25;178;0;0;28;123;10;43;0;15;0;0;0;0;0;0;1;2003
BA;CACULE;1863;513;0;171;14;89;227;0;0;9;743;63;10;0;10;13;0;0;0;0;0;1;2003
BA;CAEM;283;139;0;11;1;6;31;0;0;3;82;2;6;0;2;0;0;0;0;0;0;0;2003
BA;CAETANOS;102;21;0;8;0;5;24;0;0;2;41;0;1;0;0;0;0;0;0;0;0;0;2003
BA;CAETITE;3804;1572;0;304;26;139;673;0;0;19;907;82;35;0;15;31;0;0;0;0;0;1;2003
BA;CAFARNAUM;272;152;0;21;0;6;32;0;0;0;50;6;5;0;0;0;0;0;0;0;0;0;2003
BA;CAIRU;41;17;0;4;0;4;6;0;0;0;5;1;1;0;3;0;0;0;0;0;0;0;2003
BA;CALDEIRAO GRANDE;280;137;0;15;0;5;28;0;0;1;87;1;6;0;0;0;0;0;0;0;0;0;2003
BA;CAMACAN;1448;653;0;141;2;68;225;2;0;4;275;34;28;0;14;2;0;0;0;0;0;0;2003
BA;CAMACARI;16911;8959;0;900;331;651;1417;36;5;188;3334;307;316;0;177;249;32;2;0;2;1;4;2003
BA;CAMAMU;805;316;0;54;0;34;131;1;0;8;231;15;8;0;6;0;0;1;0;0;0;0;2003
BA;CAMPO ALEGRE DE LOURDES;337;55;0;21;0;10;37;0;0;3;207;4;0;0;0;0;0;0;0;0;0;0;2003
BA;CAMPO FORMOSO;2480;1297;0;109;10;109;296;0;0;9;550;24;47;0;10;17;2;0;0;0;0;0;2003
BA;CANAPOLIS;159;31;0;5;1;12;23;0;0;4;73;2;6;0;0;2;0;0;0;0;0;0;2003
BA;CANARANA;815;305;0;77;5;43;112;0;0;3;251;8;4;0;3;4;0;0;0;0;0;0;2003
BA;CANAVIEIRAS;1167;373;0;45;0;45;114;0;0;5;519;47;3;0;13;0;0;0;0;0;1;2;2003
BA;CANDEAL;148;61;0;16;0;4;24;0;0;6;32;1;2;0;2;0;0;0;0;0;0;0;2003
BA;CANDEIAS;5988;3154;0;383;182;130;545;0;0;105;713;112;159;0;92;410;0;0;0;1;0;2;2003
BA;CANDIBA;584;229;0;33;0;20;81;0;0;1;194;18;6;0;2;0;0;0;0;0;0;0;2003
BA;CANDIDO SALES;1074;420;0;187;5;33;197;0;0;13;178;19;14;0;5;3;0;0;0;0;0;0;2003
BA;CANSANCAO;1251;555;0;75;11;27;184;0;0;4;342;9;12;0;19;13;0;0;0;0;0;0;2003
BA;CANUDOS;459;131;0;20;0;12;62;0;0;6;208;7;12;0;1;0;0;0;0;0;0;0;2003
BA;CAPELA DO ALTO ALEGRE;507;107;0;37;1;4;29;0;0;4;295;5;14;0;9;2;0;0;0;0;0;0;2003
BA;CAPIM GROSSO;2712;1008;0;279;21;66;233;0;0;15;930;80;17;0;36;25;0;2;0;0;0;0;2003
BA;CARAIBAS;143;32;0;19;0;8;37;0;0;7;31;1;8;0;0;0;0;0;0;0;0;0;2003
BA;CARAVELAS;530;250;0;13;1;33;45;0;0;4;122;23;27;0;12;0;0;0;0;0;0;0;2003
BA;CARDEAL DA SILVA;78;30;0;10;0;4;13;0;0;3;15;1;2;0;0;0;0;0;0;0;0;0;2003
BA;CARINHANHA;604;152;0;60;2;31;77;0;0;4;258;8;10;0;1;1;0;0;0;0;0;0;2003
BA;CASA NOVA;1380;388;0;139;0;64;253;0;0;71;400;13;44;0;8;0;0;0;0;0;0;0;2003
BA;CASTRO ALVES;1081;499;0;82;4;27;132;0;0;3;249;40;26;0;15;3;0;0;0;0;0;1;2003
BA;CATOLANDIA;70;20;0;3;0;5;9;0;0;2;29;0;2;0;0;0;0;0;0;0;0;0;2003
BA;CATU;3767;1833;0;239;48;152;344;3;0;45;693;142;55;0;114;96;0;0;0;3;0;0;2003
BA;CATURAMA;223;95;0;5;1;2;59;0;0;0;55;1;5;0;0;0;0;0;0;0;0;0;2003
BA;CENTRAL;540;288;0;48;0;21;74;0;0;1;103;1;3;0;1;0;0;0;0;0;0;0;2003
BA;CHORROCHO;100;30;0;3;0;2;12;0;0;0;50;0;3;0;0;0;0;0;0;0;0;0;2003
BA;CICERO DANTAS;1475;460;0;60;1;22;138;0;0;7;613;131;19;0;23;0;0;0;0;0;0;1;2003
BA;CIPO;937;282;0;31;0;7;55;0;0;3;424;130;0;0;5;0;0;0;0;0;0;0;2003
BA;COARACI;946;522;0;70;1;51;164;0;0;3;98;10;12;0;15;0;0;0;0;0;0;0;2003
BA;COCOS;473;149;0;35;0;25;77;0;0;2;165;8;11;0;1;0;0;0;0;0;0;0;2003
BA;CONCEICAO DA FEIRA;884;355;0;97;16;20;114;0;0;31;191;25;10;0;5;20;0;0;0;0;0;0;2003
BA;CONCEICAO DO ALMEIDA;739;358;0;52;0;54;107;0;0;14;131;9;7;0;6;1;0;0;0;0;0;0;2003
BA;CONCEICAO DO COITE;3968;1966;0;278;17;106;394;0;0;39;949;142;26;0;25;23;1;0;0;0;0;2;2003
BA;CONCEICAO DO JACUIPE;1678;695;0;118;7;45;208;0;0;69;407;88;8;0;23;9;0;0;0;0;0;1;2003
BA;CONDE;291;134;0;20;0;14;35;0;0;4;80;3;0;0;1;0;0;0;0;0;0;0;2003
BA;CONDEUBA;717;273;0;71;0;31;96;0;0;13;195;13;23;0;2;0;0;0;0;0;0;0;2003
BA;CONTENDAS DO SINCORA;74;26;0;1;0;1;7;0;0;3;33;3;0;0;0;0;0;0;0;0;0;0;2003
BA;CORACAO DE MARIA;819;333;0;64;7;21;121;0;0;18;182;24;23;0;9;17;0;0;0;0;0;0;2003
BA;CORDEIROS;255;64;0;15;0;8;32;0;0;8;117;4;7;0;0;0;0;0;0;0;0;0;2003
BA;CORIBE;420;106;0;20;0;32;91;0;0;7;152;3;7;0;1;0;0;1;0;0;0;0;2003
BA;CORONEL JOAO SA;338;30;0;26;0;4;4;0;0;0;261;4;9;0;0;0;0;0;0;0;0;0;2003
BA;CORRENTINA;1069;221;0;71;5;47;158;0;0;3;476;52;25;0;1;10;0;0;0;0;0;0;2003
BA;COTEGIPE;306;58;0;12;0;11;34;0;0;4;165;19;2;0;1;0;0;0;0;0;0;0;2003
BA;CRAVOLANDIA;126;63;0;12;0;10;17;0;0;2;21;0;1;0;0;0;0;0;0;0;0;0;2003
