UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
AL;BATALHA;1009;343;0;59;5;95;11;0;0;11;376;94;1;0;9;3;0;0;0;0;0;2;2008
AL;BELEM;354;115;0;6;0;26;13;0;0;17;156;15;1;0;5;0;0;0;0;0;0;0;2008
AL;BELO MONTE;156;29;0;19;0;16;1;0;0;2;83;5;0;0;0;0;0;0;0;0;0;1;2008
AL;BOCA DA MATA;2453;830;0;195;23;118;38;0;0;60;822;144;80;0;57;82;0;0;0;0;1;3;2008
AL;BRANQUINHA;260;92;0;8;0;19;10;0;0;20;99;3;5;0;2;1;0;0;0;0;0;1;2008
AL;CACIMBINHAS;719;207;0;31;0;51;14;0;0;16;347;36;4;0;12;0;0;0;0;0;0;1;2008
AL;CAJUEIRO;947;360;0;88;0;42;26;0;0;12;305;28;36;0;43;5;0;0;0;0;0;2;2008
AL;CAMPESTRE;179;71;0;4;0;11;27;0;0;39;11;0;6;0;9;1;0;0;0;0;0;0;2008
AL;CAMPO ALEGRE;1371;509;0;114;11;63;41;4;0;103;266;36;101;0;73;49;0;0;0;0;0;1;2008
AL;CAMPO GRANDE;604;128;0;34;0;30;2;0;0;10;371;25;3;0;1;0;0;0;0;0;0;0;2008
AL;CANAPI;880;137;0;21;0;79;7;0;0;16;574;32;9;0;2;0;0;1;0;0;1;1;2008
AL;CAPELA;674;318;0;51;1;40;18;1;0;6;177;15;16;0;23;8;0;0;0;0;0;0;2008
AL;CARNEIROS;314;72;0;22;0;53;2;0;0;1;155;7;0;0;1;0;0;0;0;0;0;1;2008
AL;CHA PRETA;393;107;0;19;0;34;8;0;0;5;212;2;1;0;5;0;0;0;0;0;0;0;2008
AL;COITE DO NOIA;607;97;0;20;0;33;7;0;0;4;379;53;12;0;2;0;0;0;0;0;0;0;2008
AL;COLONIA LEOPOLDINA;450;219;0;36;0;33;35;0;0;15;92;7;11;0;2;0;0;0;0;0;0;0;2008
AL;COQUEIRO SECO;294;167;0;5;0;8;10;0;0;2;93;0;2;0;6;1;0;0;0;0;0;0;2008
AL;CORURIPE;4575;1545;0;269;21;352;67;3;0;38;1466;276;128;0;288;113;0;0;0;0;0;9;2008
AL;CRAIBAS;1155;286;0;58;1;136;25;0;0;18;483;128;12;0;5;2;0;0;0;0;0;1;2008
AL;DELMIRO GOUVEIA;7965;2782;0;350;18;881;141;1;0;232;3046;414;22;0;29;42;0;0;0;0;1;6;2008
AL;DOIS RIACHOS;860;203;0;39;0;60;30;0;0;7;471;44;2;0;3;0;1;0;0;0;0;0;2008
AL;ESTRELA DE ALAGOAS;1063;289;0;20;0;109;18;0;0;33;533;46;9;0;5;0;0;0;0;0;0;1;2008
AL;FEIRA GRANDE;919;155;0;21;0;64;12;0;0;0;551;99;15;0;1;0;1;0;0;0;0;0;2008
AL;FELIZ DESERTO;206;87;0;3;0;19;3;0;0;6;66;15;3;0;3;0;0;0;0;0;0;1;2008
AL;FLEXEIRAS;379;206;0;20;0;30;10;0;0;12;70;0;24;0;4;3;0;0;0;0;0;0;2008
AL;GIRAU DO PONCIANO;1775;395;0;65;0;178;35;0;0;20;916;128;28;0;7;1;0;0;0;0;0;2;2008
AL;IBATEGUARA;554;204;0;27;0;43;26;0;0;59;176;9;6;0;3;1;0;0;0;0;0;0;2008
AL;IGACI;1451;341;0;47;0;175;32;0;0;38;695;99;19;0;4;0;0;0;0;0;0;1;2008
AL;IGREJA NOVA;1565;273;0;55;0;58;8;1;0;16;980;94;51;0;10;19;0;0;0;0;0;0;2008
AL;INHAPI;1316;197;0;27;6;140;16;0;0;4;845;71;0;0;2;7;0;0;0;0;0;1;2008
AL;JACARE DOS HOMENS;298;103;0;24;0;26;2;0;0;2;120;11;4;0;0;1;0;0;0;0;0;5;2008
AL;JACUIPE;100;36;0;4;0;11;13;0;0;7;23;0;6;0;0;0;0;0;0;0;0;0;2008
AL;JAPARATINGA;373;178;0;10;0;25;24;0;0;12;109;4;3;0;6;0;0;0;0;0;0;2;2008
AL;JARAMATAIA;202;61;0;14;7;23;3;0;0;7;70;3;2;0;1;11;0;0;0;0;0;0;2008
AL;JEQUIA DA PRAIA;325;144;0;11;1;24;4;0;0;7;111;1;13;0;5;1;0;0;0;0;0;3;2008
AL;JOAQUIM GOMES;647;277;0;74;1;53;23;0;0;29;129;5;36;0;18;2;0;0;0;0;0;0;2008
AL;JUNDIA;164;85;0;8;0;9;15;0;0;4;32;1;8;0;2;0;0;0;0;0;0;0;2008
AL;JUNQUEIRO;1612;395;0;117;20;83;29;2;0;22;589;169;65;0;96;20;3;0;0;0;0;2;2008
AL;LAGOA DA CANOA;926;221;0;41;0;59;15;0;0;9;474;88;14;0;3;2;0;0;0;0;0;0;2008
AL;LIMOEIRO DE ANADIA;1104;227;0;43;0;142;20;1;0;9;504;133;20;0;4;0;0;0;0;0;0;1;2008
AL;MACEIO;168763;111731;0;4450;692;11825;5177;67;22;691;24991;1812;1297;1;3200;1554;19;11;0;7;16;1200;2008
AL;MAJOR ISIDORO;802;237;0;44;5;50;26;0;0;16;346;43;6;0;13;15;0;0;0;0;0;1;2008
AL;MAR VERMELHO;304;67;0;5;0;7;3;0;0;1;191;25;4;0;1;0;0;0;0;0;0;0;2008
AL;MARAGOGI;843;373;0;24;1;47;85;0;0;64;174;42;16;0;13;3;0;0;0;0;0;1;2008
AL;MARAVILHA;611;139;0;26;0;77;9;0;0;12;312;23;5;0;8;0;0;0;0;0;0;0;2008
AL;MARECHAL DEODORO;3188;1807;0;164;11;253;99;1;0;67;517;32;53;0;142;29;0;0;0;0;0;13;2008
AL;MARIBONDO;912;415;0;37;1;69;32;0;0;17;272;35;8;0;21;3;0;0;0;0;0;2;2008
AL;MATA GRANDE;1494;234;0;40;1;256;20;0;0;17;879;37;2;0;5;3;0;0;0;0;0;0;2008
AL;MATRIZ DE CAMARAGIBE;1396;623;0;98;1;95;79;0;0;31;307;15;72;0;67;7;0;0;0;0;0;1;2008
AL;MESSIAS;793;334;0;47;2;67;58;0;0;30;183;11;55;0;3;2;0;0;0;0;0;1;2008
AL;MINADOR DO NEGRAO;466;93;0;20;1;35;8;0;0;9;290;5;3;0;2;0;0;0;0;0;0;0;2008
AL;MONTEIROPOLIS;233;75;0;6;0;32;2;0;0;2;107;6;2;0;1;0;0;0;0;0;0;0;2008
AL;MURICI;1053;431;0;91;3;60;23;1;0;24;325;35;39;0;18;3;0;0;0;0;0;0;2008
AL;NOVO LINO;594;315;0;43;0;39;43;0;0;19;98;3;21;0;12;1;0;0;0;0;0;0;2008
AL;OLHO D'AGUA DAS FLORES;1815;557;0;91;2;214;54;0;0;28;743;106;5;0;9;2;0;0;0;0;0;4;2008
AL;OLHO D'AGUA DO CASADO;412;85;0;14;0;43;6;0;0;10;237;10;5;0;1;1;0;0;0;0;0;0;2008
AL;OLHO D'AGUA GRANDE;203;54;0;9;0;9;2;0;0;1;113;7;8;0;0;0;0;0;0;0;0;0;2008
AL;OLIVENCA;800;209;0;12;0;86;6;0;0;6;441;34;4;0;2;0;0;0;0;0;0;0;2008
AL;OURO BRANCO;777;169;0;31;0;52;13;0;0;23;442;25;13;0;8;1;0;0;0;0;0;0;2008
AL;PALESTINA;133;34;0;5;0;26;4;0;0;5;50;8;1;0;0;0;0;0;0;0;0;0;2008
AL;PALMEIRA DOS INDIOS;9692;3806;0;430;17;805;230;0;0;88;3534;591;26;0;123;22;7;1;0;0;0;12;2008
AL;PAO DE ACUCAR;863;240;0;44;0;83;11;0;0;13;395;67;3;0;5;0;0;0;0;0;0;2;2008
AL;PARICONHA;510;81;0;11;0;83;8;0;0;8;306;10;3;0;0;0;0;0;0;0;0;0;2008
AL;PARIPUEIRA;581;334;0;35;1;52;26;0;0;2;86;5;8;0;27;4;0;0;0;0;0;1;2008
AL;PASSO DE CAMARAGIBE;405;196;0;23;0;27;11;1;0;4;113;3;14;0;9;3;0;0;0;0;0;1;2008
AL;PAULO JACINTO;397;121;0;9;0;41;7;0;0;5;202;5;4;0;2;1;0;0;0;0;0;0;2008
AL;PENEDO;7755;3333;0;215;14;483;123;0;0;60;2704;538;120;0;119;34;2;1;0;0;1;8;2008
AL;PIACABUCU;639;262;0;18;0;92;15;0;0;22;165;43;8;0;13;1;0;0;0;0;0;0;2008
AL;PILAR;2367;1215;0;124;9;127;119;0;0;51;528;56;59;0;58;17;0;0;0;0;0;4;2008
AL;PINDOBA;159;64;0;10;0;9;4;0;0;1;69;1;1;0;0;0;0;0;0;0;0;0;2008
AL;PIRANHAS;1406;328;0;26;4;169;21;0;0;32;744;66;4;0;6;3;0;0;0;0;0;3;2008
AL;POCO DAS TRINCHEIRAS;833;136;0;31;0;76;20;0;0;16;519;22;12;0;1;0;0;0;0;0;0;0;2008
AL;PORTO CALVO;1823;664;0;143;4;86;160;0;0;75;561;21;35;0;55;17;0;0;0;0;0;2;2008
AL;PORTO DE PEDRAS;359;165;0;6;0;25;12;0;0;9;117;9;3;0;10;1;0;0;0;0;1;1;2008
AL;PORTO REAL DO COLEGIO;524;149;0;11;0;25;13;0;0;21;271;20;12;0;1;1;0;0;0;0;0;0;2008
AL;QUEBRANGULO;632;194;0;13;0;73;9;0;0;4;310;23;2;0;4;0;0;0;0;0;0;0;2008
AL;RIO LARGO;4866;2570;0;308;41;263;194;1;0;111;920;41;114;0;195;95;4;0;0;0;0;9;2008
AL;ROTEIRO;222;90;0;13;1;19;38;0;0;13;30;1;5;0;6;6;0;0;0;0;0;0;2008
AL;SANTA LUZIA DO NORTE;381;204;0;6;0;19;12;0;0;3;69;0;60;0;7;1;0;0;0;0;0;0;2008
AL;SANTANA DO IPANEMA;5933;1569;0;265;4;505;95;0;0;59;2991;355;18;0;55;14;0;0;0;0;0;3;2008
AL;SANTANA DO MUNDAU;603;127;0;42;0;32;8;0;0;19;325;42;0;0;6;2;0;0;0;0;0;0;2008
AL;SAO BRAS;160;50;0;1;0;10;5;0;0;1;86;5;2;0;0;0;0;0;0;0;0;0;2008
AL;SAO JOSE DA LAJE;1073;491;0;69;0;56;35;0;0;57;299;21;35;0;6;2;0;0;0;0;0;2;2008
AL;SAO JOSE DA TAPERA;1200;408;0;57;0;131;14;0;0;8;518;53;7;0;4;0;0;0;0;0;0;0;2008
AL;SAO LUIS DO QUITUNDE;1705;680;0;212;1;118;44;0;0;14;364;31;76;0;133;29;1;0;0;0;0;2;2008
AL;SAO MIGUEL DOS CAMPOS;6406;2699;0;421;55;352;171;2;0;126;1733;170;142;0;320;200;0;0;0;0;0;15;2008
AL;SAO MIGUEL DOS MILAGRES;334;122;0;15;0;27;14;0;0;1;126;21;4;0;1;2;0;0;0;0;0;1;2008
AL;SAO SEBASTIAO;1983;407;0;93;5;100;10;1;0;27;1012;206;63;0;38;17;0;0;0;0;0;4;2008
AL;SATUBA;619;373;0;42;10;34;14;0;0;15;95;5;9;0;4;17;0;0;0;0;0;1;2008
AL;SENADOR RUI PALMEIRA;724;157;0;21;0;78;9;0;0;4;429;21;5;0;0;0;0;0;0;0;0;0;2008
AL;TANQUE D'ARCA;293;68;0;8;0;14;25;0;0;7;160;8;2;0;1;0;0;0;0;0;0;0;2008
AL;TAQUARANA;941;177;0;36;0;43;27;0;0;18;549;71;15;0;4;0;0;0;0;0;0;1;2008
AL;TEOTONIO VILELA;2417;692;0;154;26;127;56;4;0;62;786;145;127;0;165;63;0;0;0;0;0;10;2008
AL;TRAIPU;673;133;0;40;0;72;5;0;0;7;374;35;5;0;2;0;0;0;0;0;0;0;2008
AL;UNIAO DOS PALMARES;6065;1998;0;382;14;388;149;1;0;172;2421;282;94;0;124;29;0;0;0;0;0;11;2008
AL;VICOSA;1818;735;0;106;1;130;50;0;0;10;680;43;25;0;28;3;2;0;0;0;0;5;2008
AM;ALVARAES;190;3;0;1;0;5;0;0;0;0;130;50;1;0;0;0;0;0;0;0;0;0;2008
AM;AMATURA;131;0;0;1;0;1;2;0;0;0;84;43;0;0;0;0;0;0;0;0;0;0;2008
AM;ANAMA;28;2;0;0;0;3;0;0;0;0;13;8;2;0;0;0;0;0;0;0;0;0;2008
AM;ANORI;137;6;0;1;0;10;1;0;0;0;85;33;1;0;0;0;0;0;0;0;0;0;2008
AM;APUI;771;26;0;34;0;36;9;0;0;2;405;252;5;0;0;0;0;0;0;0;0;2;2008
AM;ATALAIA DO NORTE;150;1;0;1;0;4;3;0;0;0;93;47;1;0;0;0;0;0;0;0;0;0;2008
AM;AUTAZES;599;49;0;7;0;19;7;1;1;3;361;146;3;0;0;0;0;0;0;0;1;1;2008
AM;BARCELOS;248;7;0;4;0;26;6;0;0;1;106;98;0;0;0;0;0;0;0;0;0;0;2008
AM;BARREIRINHA;151;0;0;1;0;4;2;0;0;0;104;40;0;0;0;0;0;0;0;0;0;0;2008
AM;BENJAMIN CONSTANT;545;13;0;9;0;6;7;0;0;2;298;209;1;0;0;0;0;0;0;0;0;0;2008
AM;BERURI;94;1;0;0;0;2;0;0;0;0;77;14;0;0;0;0;0;0;0;0;0;0;2008
AM;BOA VISTA DO RAMOS;60;3;0;1;0;3;0;0;0;0;37;16;0;0;0;0;0;0;0;0;0;0;2008
AM;BOCA DO ACRE;600;195;0;17;3;34;3;1;0;2;235;104;0;0;1;5;0;0;0;0;0;0;2008
AM;BORBA;339;18;0;2;0;18;7;0;0;0;221;72;0;0;0;0;0;0;0;0;0;1;2008
AM;CAAPIRANGA;56;2;0;4;0;5;1;0;0;1;31;11;1;0;0;0;0;0;0;0;0;0;2008
AM;CANUTAMA;30;2;0;0;0;2;1;0;0;0;18;7;0;0;0;0;0;0;0;0;0;0;2008
AM;CARAUARI;657;13;0;11;0;24;8;0;0;1;424;176;0;0;0;0;0;0;0;0;0;0;2008
AM;CAREIRO;453;45;0;30;1;46;30;0;0;11;219;38;29;0;2;2;0;0;0;0;0;0;2008
AM;CAREIRO DA VARZEA;107;9;0;9;0;7;22;0;0;18;21;7;13;0;0;0;0;0;0;1;0;0;2008
AM;COARI;4608;265;0;70;0;187;57;0;3;3;2818;1202;2;0;0;0;0;0;0;0;0;1;2008
AM;CODAJAS;266;12;0;3;0;10;5;0;0;0;200;34;2;0;0;0;0;0;0;0;0;0;2008
AM;EIRUNEPE;455;25;0;15;0;20;7;0;0;0;241;147;0;0;0;0;0;0;0;0;0;0;2008
AM;ENVIRA;127;2;0;8;0;9;1;0;0;0;72;34;1;0;0;0;0;0;0;0;0;0;2008
AM;FONTE BOA;423;11;0;12;0;12;2;0;0;0;307;78;0;0;1;0;0;0;0;0;0;0;2008
AM;GUAJARA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2008
AM;HUMAITA;2375;421;0;83;5;118;26;0;0;1;933;772;7;0;1;8;0;0;0;0;0;0;2008
AM;IPIXUNA;11;3;0;1;0;1;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2008
AM;IRANDUBA;1491;378;0;108;5;141;71;3;0;8;577;137;33;0;8;22;0;0;0;0;0;0;2008
AM;ITACOATIARA;9635;1403;0;234;25;382;108;0;2;20;4129;3199;74;0;14;41;0;1;0;0;1;2;2008
AM;ITAMARATI;33;1;0;2;0;1;0;0;0;0;23;6;0;0;0;0;0;0;0;0;0;0;2008
AM;ITAPIRANGA;117;11;0;1;0;9;1;0;0;1;77;17;0;0;0;0;0;0;0;0;0;0;2008
AM;JAPURA;45;0;0;3;0;3;2;0;0;0;26;11;0;0;0;0;0;0;0;0;0;0;2008
AM;JURUA;76;1;0;4;0;4;1;0;0;0;48;18;0;0;0;0;0;0;0;0;0;0;2008
AM;JUTAI;183;1;0;2;0;7;0;0;0;0;153;20;0;0;0;0;0;0;0;0;0;0;2008
AM;LABREA;518;31;0;10;0;24;3;0;0;1;311;137;1;0;0;0;0;0;0;0;0;0;2008
AM;MANACAPURU;5273;1123;0;182;27;351;187;0;1;21;2183;1086;49;0;1;51;0;1;0;0;1;9;2008
AM;MANAQUIRI;99;4;0;6;0;12;3;0;0;0;60;13;1;0;0;0;0;0;0;0;0;0;2008
AM;MANAUS;370093;210007;0;12986;1649;38647;15920;59;321;2042;63629;7107;5335;0;1548;9105;6;57;0;38;49;1588;2008
AM;MANICORE;620;23;0;10;0;25;4;0;0;1;318;236;3;0;0;0;0;0;0;0;0;0;2008
AM;MARAA;102;1;0;0;0;7;2;0;0;0;66;26;0;0;0;0;0;0;0;0;0;0;2008
AM;MAUES;1859;168;0;24;0;79;29;0;1;0;940;614;4;0;0;0;0;0;0;0;0;0;2008
AM;NHAMUNDA;161;5;0;4;0;2;2;0;0;0;91;57;0;0;0;0;0;0;0;0;0;0;2008
AM;NOVA OLINDA DO NORTE;315;10;0;9;0;8;2;0;1;4;178;99;3;0;1;0;0;0;0;0;0;0;2008
AM;NOVO AIRAO;357;53;0;11;21;25;15;0;0;2;194;24;12;0;0;0;0;0;0;0;0;0;2008
AM;NOVO ARIPUANA;299;10;0;8;0;5;0;0;0;1;205;66;4;0;0;0;0;0;0;0;0;0;2008
AM;PARINTINS;7946;600;0;99;2;163;51;0;1;2;4064;2941;8;0;0;7;0;4;0;0;0;4;2008
AM;PAUINI;41;3;0;2;0;2;2;0;0;1;29;2;0;0;0;0;0;0;0;0;0;0;2008
AM;PRESIDENTE FIGUEIREDO;2355;641;0;157;29;289;113;0;1;24;754;204;37;0;11;87;0;0;0;1;0;7;2008
AM;RIO PRETO DA EVA;1059;244;0;49;0;159;41;0;0;6;468;72;19;0;0;0;0;0;0;0;0;1;2008
AM;SANTA ISABEL DO RIO NEGRO;98;5;0;5;0;5;5;0;0;2;41;32;3;0;0;0;0;0;0;0;0;0;2008
AM;SANTO ANTONIO DO ICA;342;0;0;5;0;8;1;0;0;0;241;87;0;0;0;0;0;0;0;0;0;0;2008
AM;SAO GABRIEL DA CACHOEIRA;1655;753;0;54;1;135;38;0;0;7;383;267;12;0;4;0;0;1;0;0;0;0;2008
AM;SAO PAULO DE OLIVENCA;303;2;0;3;0;6;4;0;0;0;216;72;0;0;0;0;0;0;0;0;0;0;2008
AM;SAO SEBASTIAO DO UATUMA;92;1;0;3;0;2;0;0;0;0;67;19;0;0;0;0;0;0;0;0;0;0;2008
AM;SILVES;109;12;0;5;0;5;8;0;0;1;71;6;1;0;0;0;0;0;0;0;0;0;2008
AM;TABATINGA;3232;471;0;34;0;77;65;0;1;2;1525;1053;0;0;1;0;0;1;0;0;0;2;2008
AM;TAPAUA;111;2;0;1;0;8;1;0;0;0;72;26;1;0;0;0;0;0;0;0;0;0;2008
AM;TEFE;4363;437;0;33;0;125;35;0;1;6;2528;1186;4;0;3;0;1;0;0;0;0;4;2008
AM;TONANTINS;135;0;0;1;0;5;1;0;0;1;92;35;0;0;0;0;0;0;0;0;0;0;2008
AM;UARINI;95;1;0;1;0;4;1;0;0;0;76;12;0;0;0;0;0;0;0;0;0;0;2008
AM;URUCARA;256;3;0;11;0;10;0;0;0;1;157;73;1;0;0;0;0;0;0;0;0;0;2008
AM;URUCURITUBA;180;3;0;2;0;7;5;0;0;0;130;33;0;0;0;0;0;0;0;0;0;0;2008
AP;AMAPA;208;92;0;7;0;17;7;0;0;2;62;21;0;0;0;0;0;0;0;0;0;0;2008
AP;AMAPARI;125;36;0;10;0;39;6;0;0;0;26;4;1;0;2;0;0;0;0;0;0;1;2008
AP;CALCOENE;191;52;0;1;0;17;5;0;0;0;102;6;1;0;2;0;0;0;0;0;0;5;2008
AP;CUTIAS;48;21;0;1;0;4;1;0;0;1;17;3;0;0;0;0;0;0;0;0;0;0;2008
AP;FERREIRA GOMES;105;45;0;1;0;9;2;0;0;0;42;6;0;0;0;0;0;0;0;0;0;0;2008
AP;ITAUBAL;22;4;0;1;0;1;0;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0;2008
AP;LARANJAL DO JARI;1424;410;0;48;0;52;24;0;0;5;657;220;6;0;1;0;0;0;0;0;0;1;2008
AP;MACAPA;71770;34337;0;2156;113;7978;1980;15;51;203;19779;3791;447;0;443;207;29;0;0;2;7;232;2008
AP;MAZAGAO;352;163;0;36;0;33;4;0;0;3;84;18;8;0;0;3;0;0;0;0;0;0;2008
AP;OIAPOQUE;1201;375;0;35;4;93;24;0;2;4;560;86;2;0;1;8;0;0;0;0;0;7;2008
AP;PORTO GRANDE;627;228;0;13;0;40;18;0;1;0;277;43;5;0;1;1;0;0;0;0;0;0;2008
AP;PRACUUBA;21;7;0;2;0;2;1;0;0;0;7;1;0;0;1;0;0;0;0;0;0;0;2008
AP;SANTANA;10267;4116;0;436;62;1081;271;0;2;25;3000;947;43;0;76;176;19;0;0;2;1;10;2008
AP;SERRA DO NAVIO;199;117;0;0;0;16;18;0;0;3;37;7;1;0;0;0;0;0;0;0;0;0;2008
AP;TARTARUGALZINHO;121;46;0;5;0;11;4;0;0;0;53;1;0;0;1;0;0;0;0;0;0;0;2008
AP;VITORIA DO JARI;82;26;0;4;5;1;0;0;0;0;24;16;1;0;0;5;0;0;0;0;0;0;2008
BA;ABAIRA;774;293;0;38;0;114;13;0;0;6;281;15;14;0;0;0;0;0;0;0;0;0;2008
BA;ABARE;882;207;0;33;0;87;5;0;0;4;524;12;10;0;0;0;0;0;0;0;0;0;2008
BA;ACAJUTIBA;887;322;0;37;1;38;13;0;0;8;381;75;10;0;2;0;0;0;0;0;0;0;2008
BA;ADUSTINA;667;83;0;6;0;15;1;0;0;6;464;91;1;0;0;0;0;0;0;0;0;0;2008
BA;AGUA FRIA;521;175;0;9;0;21;18;1;0;8;251;15;19;0;4;0;0;0;0;0;0;0;2008
BA;AIQUARA;174;73;0;5;0;16;9;0;0;3;64;1;2;0;1;0;0;0;0;0;0;0;2008
BA;ALAGOINHAS;24325;12549;0;890;79;1566;671;11;0;154;6000;1515;327;0;380;86;5;2;0;0;7;83;2008
BA;ALCOBACA;1307;453;0;22;1;141;30;0;0;4;499;126;10;0;20;1;0;0;0;0;0;0;2008
BA;ALMADINA;226;121;0;14;0;27;6;0;0;1;51;2;3;0;1;0;0;0;0;0;0;0;2008
BA;AMARGOSA;4092;1795;0;207;6;382;108;0;0;33;1331;159;41;0;22;3;0;0;0;0;0;5;2008
BA;AMELIA RODRIGUES;2168;987;0;124;35;112;163;0;0;45;493;100;21;0;42;42;1;0;0;0;0;3;2008
BA;AMERICA DOURADA;511;209;0;18;0;43;8;0;0;5;211;14;3;0;0;0;0;0;0;0;0;0;2008
BA;ANAGE;881;337;0;42;0;68;16;0;0;29;345;17;26;0;1;0;0;0;0;0;0;0;2008
BA;ANDARAI;364;106;0;15;0;32;7;0;0;2;184;12;3;0;2;0;0;0;0;0;0;1;2008
BA;ANDORINHA;974;316;0;52;7;113;10;0;0;7;417;15;25;0;4;8;0;0;0;0;0;0;2008
BA;ANGICAL;691;168;0;24;5;71;5;0;0;7;358;24;14;0;2;12;0;0;0;0;0;1;2008
BA;ANGUERA;394;152;0;13;2;19;32;0;0;5;148;12;5;0;5;1;0;0;0;0;0;0;2008
BA;ANTAS;879;208;0;21;0;54;11;0;0;6;496;68;5;0;8;0;0;0;0;0;0;2;2008
BA;ANTONIO CARDOSO;353;117;0;1;1;15;13;0;0;15;175;9;6;0;0;1;0;0;0;0;0;0;2008
BA;ANTONIO GONCALVES;501;192;0;16;1;49;8;0;0;4;219;7;4;0;0;1;0;0;0;0;0;0;2008
BA;APORA;974;291;0;24;0;30;16;0;0;14;506;65;16;0;11;0;0;0;0;0;0;1;2008
BA;APUAREMA;329;75;0;22;0;30;25;0;0;2;164;3;7;0;1;0;0;0;0;0;0;0;2008
