UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
AL;OLHO D'AGUA DO CASADO;339;76;0;14;0;36;12;0;0;11;179;7;2;0;1;1;0;0;0;0;0;0;2007
AL;OLHO D'AGUA GRANDE;174;47;0;6;0;10;3;0;0;0;97;5;6;0;0;0;0;0;0;0;0;0;2007
AL;OLIVENCA;658;158;0;11;0;58;19;0;0;5;374;28;4;0;1;0;0;0;0;0;0;0;2007
AL;OURO BRANCO;663;144;0;22;0;43;23;0;0;23;371;17;12;0;7;1;0;0;0;0;0;0;2007
AL;PALESTINA;122;36;0;3;0;20;8;0;0;4;42;7;2;0;0;0;0;0;0;0;0;0;2007
AL;PALMEIRA DOS INDIOS;8673;3494;0;407;15;658;307;0;0;79;3047;517;23;0;93;18;7;1;0;0;0;7;2007
AL;PAO DE ACUCAR;751;212;0;43;0;63;24;0;0;11;335;53;4;0;5;0;0;0;0;0;0;1;2007
AL;PARICONHA;389;61;0;10;0;65;21;0;0;6;219;4;3;0;0;0;0;0;0;0;0;0;2007
AL;PARIPUEIRA;510;309;0;34;0;37;34;0;0;3;59;5;7;0;21;1;0;0;0;0;0;0;2007
AL;PASSO DE CAMARAGIBE;346;166;0;23;0;19;21;1;0;4;91;2;7;0;10;1;0;0;0;0;0;1;2007
AL;PAULO JACINTO;330;107;0;8;0;31;7;0;0;4;166;2;3;0;1;1;0;0;0;0;0;0;2007
AL;PENEDO;6858;3080;0;215;13;358;191;0;0;60;2251;430;118;0;109;23;2;1;0;0;1;6;2007
AL;PIACABUCU;517;227;0;15;0;72;24;0;0;17;105;36;7;0;13;1;0;0;0;0;0;0;2007
AL;PILAR;2083;1070;0;125;8;92;142;0;0;41;440;41;53;0;54;13;0;0;0;0;0;4;2007
AL;PINDOBA;141;55;0;10;0;6;5;0;0;1;62;1;1;0;0;0;0;0;0;0;0;0;2007
AL;PIRANHAS;1070;287;0;30;5;118;37;0;0;25;508;45;4;0;6;4;0;0;0;0;0;1;2007
AL;POCO DAS TRINCHEIRAS;698;117;0;33;0;58;27;0;0;11;422;19;10;0;1;0;0;0;0;0;0;0;2007
AL;PORTO CALVO;1568;593;0;133;4;68;165;0;0;51;449;14;26;0;47;16;0;0;0;0;0;2;2007
AL;PORTO DE PEDRAS;306;147;0;5;0;18;16;0;0;7;93;8;2;0;10;0;0;0;0;0;0;0;2007
AL;PORTO REAL DO COLEGIO;447;132;0;9;0;20;14;0;0;17;230;12;10;0;1;1;0;0;0;0;0;1;2007
AL;QUEBRANGULO;545;190;0;12;0;60;22;0;0;4;234;16;3;0;4;0;0;0;0;0;0;0;2007
AL;RIO LARGO;4394;2342;0;285;38;208;229;1;0;99;757;33;102;0;204;88;4;0;0;0;0;4;2007
AL;ROTEIRO;192;73;0;14;1;14;37;0;0;12;23;0;5;0;5;8;0;0;0;0;0;0;2007
AL;SANTA LUZIA DO NORTE;342;181;0;4;0;16;12;0;0;3;58;0;62;0;5;1;0;0;0;0;0;0;2007
AL;SANTANA DO IPANEMA;5229;1431;0;247;4;391;177;0;0;53;2560;289;12;0;48;14;0;0;0;0;0;3;2007
AL;SANTANA DO MUNDAU;516;124;0;34;0;21;15;0;0;19;258;37;0;0;6;2;0;0;0;0;0;0;2007
AL;SAO BRAS;134;40;0;1;0;7;8;0;0;1;74;1;2;0;0;0;0;0;0;0;0;0;2007
AL;SAO JOSE DA LAJE;914;450;0;70;0;35;44;0;0;51;228;9;17;0;6;2;0;0;0;0;0;2;2007
AL;SAO JOSE DA TAPERA;1026;351;0;56;0;103;32;0;0;6;427;41;6;0;4;0;0;0;0;0;0;0;2007
AL;SAO LUIS DO QUITUNDE;1496;602;0;200;1;92;53;1;0;11;309;18;64;0;117;26;1;0;0;0;0;1;2007
AL;SAO MIGUEL DOS CAMPOS;5788;2517;0;429;58;296;221;2;0;117;1376;110;134;0;316;198;0;0;0;0;0;14;2007
AL;SAO MIGUEL DOS MILAGRES;318;118;0;16;0;28;16;0;0;1;112;22;2;0;1;1;0;0;0;0;0;1;2007
AL;SAO SEBASTIAO;1718;327;0;89;6;81;19;1;0;24;878;178;65;0;36;14;0;0;0;0;0;0;2007
AL;SATUBA;534;318;0;36;14;23;20;0;0;16;75;4;7;0;4;17;0;0;0;0;0;0;2007
AL;SENADOR RUI PALMEIRA;616;131;0;18;0;47;23;0;0;4;372;16;5;0;0;0;0;0;0;0;0;0;2007
AL;TANQUE D'ARCA;238;60;0;6;0;12;24;0;0;7;121;5;2;0;1;0;0;0;0;0;0;0;2007
AL;TAQUARANA;776;150;0;29;0;26;33;0;0;18;442;60;15;0;2;0;0;0;0;0;0;1;2007
AL;TEOTONIO VILELA;2150;645;0;142;25;119;67;2;0;58;657;112;121;0;137;58;0;0;0;0;0;7;2007
AL;TRAIPU;560;117;0;37;0;57;15;0;0;6;297;25;5;0;1;0;0;0;0;0;0;0;2007
AL;UNIAO DOS PALMARES;5425;1918;0;383;15;298;213;1;0;157;2005;204;86;0;108;29;0;0;0;0;0;8;2007
AL;VICOSA;1577;681;0;98;1;102;65;0;0;12;527;42;19;0;26;0;2;0;0;0;0;2;2007
AM;ALVARAES;136;3;0;1;0;2;1;0;0;0;87;41;1;0;0;0;0;0;0;0;0;0;2007
AM;AMATURA;90;0;0;1;0;1;2;0;0;0;55;31;0;0;0;0;0;0;0;0;0;0;2007
AM;ANAMA;18;1;0;0;0;2;0;0;0;0;9;6;0;0;0;0;0;0;0;0;0;0;2007
AM;ANORI;87;4;0;1;0;3;3;0;0;0;53;23;0;0;0;0;0;0;0;0;0;0;2007
AM;APUI;662;20;0;28;0;32;15;0;0;1;328;234;3;0;0;0;0;0;0;0;0;1;2007
AM;ATALAIA DO NORTE;102;0;0;1;0;3;3;0;0;0;59;36;0;0;0;0;0;0;0;0;0;0;2007
AM;AUTAZES;483;34;0;6;0;9;8;1;1;2;283;135;3;0;0;0;0;0;0;0;1;0;2007
AM;BARCELOS;221;7;0;5;0;19;9;0;0;1;93;87;0;0;0;0;0;0;0;0;0;0;2007
AM;BARREIRINHA;129;0;0;0;0;4;2;0;0;0;89;34;0;0;0;0;0;0;0;0;0;0;2007
AM;BENJAMIN CONSTANT;419;10;0;3;0;7;7;0;0;1;224;166;1;0;0;0;0;0;0;0;0;0;2007
AM;BERURI;63;2;0;0;0;2;0;0;0;0;49;10;0;0;0;0;0;0;0;0;0;0;2007
AM;BOA VISTA DO RAMOS;47;2;0;1;0;2;1;0;0;0;26;15;0;0;0;0;0;0;0;0;0;0;2007
AM;BOCA DO ACRE;477;180;0;17;3;26;7;1;0;2;156;80;0;0;1;4;0;0;0;0;0;0;2007
AM;BORBA;304;15;0;3;0;12;8;0;0;0;203;62;0;0;0;0;0;0;0;0;0;1;2007
AM;CAAPIRANGA;39;2;0;4;0;3;2;0;0;1;20;6;1;0;0;0;0;0;0;0;0;0;2007
AM;CANUTAMA;26;3;0;0;0;0;2;0;0;0;15;6;0;0;0;0;0;0;0;0;0;0;2007
AM;CARAUARI;596;10;0;10;0;17;12;0;0;1;384;162;0;0;0;0;0;0;0;0;0;0;2007
AM;CAREIRO;375;37;0;30;0;26;32;0;0;8;184;31;27;0;0;0;0;0;0;0;0;0;2007
AM;CAREIRO DA VARZEA;92;7;0;11;0;3;20;0;0;16;17;6;11;0;0;0;0;0;0;1;0;0;2007
AM;COARI;3693;228;0;64;0;136;72;0;3;3;2188;996;2;0;0;0;0;0;0;0;0;1;2007
AM;CODAJAS;180;10;0;3;0;7;2;0;0;0;134;24;0;0;0;0;0;0;0;0;0;0;2007
AM;EIRUNEPE;328;17;0;15;0;14;9;0;0;0;163;110;0;0;0;0;0;0;0;0;0;0;2007
AM;ENVIRA;79;2;0;6;0;2;6;0;0;0;39;23;1;0;0;0;0;0;0;0;0;0;2007
AM;FONTE BOA;324;9;0;12;0;8;7;0;0;0;223;63;0;0;1;0;0;0;0;0;0;1;2007
AM;GUAJARA;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2007
AM;HUMAITA;2059;373;0;72;3;75;43;0;0;1;816;662;7;0;0;7;0;0;0;0;0;0;2007
AM;IPIXUNA;6;1;0;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2007
AM;IRANDUBA;1249;320;0;92;5;85;90;3;0;5;473;115;30;0;8;22;0;0;0;0;0;1;2007
AM;ITACOATIARA;8498;1284;0;219;25;257;179;0;2;20;3594;2789;72;0;14;41;0;1;0;0;1;0;2007
AM;ITAMARATI;20;0;0;2;0;1;0;0;0;0;13;4;0;0;0;0;0;0;0;0;0;0;2007
AM;ITAPIRANGA;85;6;0;1;0;4;5;0;0;0;58;11;0;0;0;0;0;0;0;0;0;0;2007
AM;JAPURA;26;0;0;3;0;2;2;0;0;0;17;2;0;0;0;0;0;0;0;0;0;0;2007
AM;JURUA;44;0;0;4;0;2;1;0;0;0;25;12;0;0;0;0;0;0;0;0;0;0;2007
AM;JUTAI;142;1;0;1;0;1;0;0;0;0;121;18;0;0;0;0;0;0;0;0;0;0;2007
AM;LABREA;397;25;0;14;0;21;6;0;0;1;235;94;1;0;0;0;0;0;0;0;0;0;2007
AM;MANACAPURU;4342;998;0;151;23;256;229;0;1;17;1636;908;62;0;1;50;0;1;0;0;1;8;2007
AM;MANAQUIRI;67;4;0;6;0;7;5;0;0;0;37;8;0;0;0;0;0;0;0;0;0;0;2007
AM;MANAUS;333082;191347;0;11957;1502;29683;19571;60;319;1928;54413;6421;4841;0;1448;8380;6;60;0;35;32;1079;2007
AM;MANICORE;470;18;0;7;0;16;4;0;0;1;235;186;3;0;0;0;0;0;0;0;0;0;2007
AM;MARAA;85;2;0;0;0;4;4;0;0;0;51;24;0;0;0;0;0;0;0;0;0;0;2007
AM;MAUES;1721;158;0;22;0;48;54;0;1;0;865;571;2;0;0;0;0;0;0;0;0;0;2007
AM;NHAMUNDA;126;4;0;3;0;1;2;0;0;0;71;45;0;0;0;0;0;0;0;0;0;0;2007
AM;NOVA OLINDA DO NORTE;200;5;0;7;0;3;2;0;1;2;115;61;3;0;1;0;0;0;0;0;0;0;2007
AM;NOVO AIRAO;257;41;0;9;0;16;16;0;0;0;152;21;2;0;0;0;0;0;0;0;0;0;2007
AM;NOVO ARIPUANA;247;9;0;7;0;5;1;0;0;0;168;53;4;0;0;0;0;0;0;0;0;0;2007
AM;PARINTINS;7281;546;0;89;2;106;81;0;1;2;3764;2671;8;0;0;5;0;4;0;0;0;2;2007
AM;PAUINI;35;3;0;2;0;2;2;0;0;1;24;1;0;0;0;0;0;0;0;0;0;0;2007
AM;PRESIDENTE FIGUEIREDO;2046;593;0;144;29;225;141;0;1;16;594;172;35;0;8;82;0;0;0;1;0;5;2007
AM;RIO PRETO DA EVA;824;202;0;47;0;104;57;0;0;7;330;58;18;0;0;0;0;0;0;0;0;1;2007
AM;SANTA ISABEL DO RIO NEGRO;71;4;0;5;0;4;6;0;0;2;23;24;3;0;0;0;0;0;0;0;0;0;2007
AM;SANTO ANTONIO DO ICA;233;0;0;5;0;5;5;0;0;0;163;55;0;0;0;0;0;0;0;0;0;0;2007
AM;SAO GABRIEL DA CACHOEIRA;1476;675;0;55;1;96;65;0;0;7;323;240;9;0;4;0;0;1;0;0;0;0;2007
AM;SAO PAULO DE OLIVENCA;236;2;0;3;0;3;5;0;0;0;173;50;0;0;0;0;0;0;0;0;0;0;2007
AM;SAO SEBASTIAO DO UATUMA;73;1;0;1;0;1;0;0;0;0;53;17;0;0;0;0;0;0;0;0;0;0;2007
AM;SILVES;78;5;0;5;0;4;7;0;0;1;50;5;1;0;0;0;0;0;0;0;0;0;2007
AM;TABATINGA;2775;420;0;30;0;58;79;0;1;2;1260;922;0;0;1;0;0;1;0;0;0;1;2007
AM;TAPAUA;87;1;0;1;0;5;2;0;0;0;57;20;1;0;0;0;0;0;0;0;0;0;2007
AM;TEFE;3773;397;0;28;0;86;53;0;1;6;2166;1028;2;0;3;0;1;0;0;0;0;2;2007
AM;TONANTINS;127;0;0;0;0;3;1;0;0;1;87;35;0;0;0;0;0;0;0;0;0;0;2007
AM;UARINI;63;0;0;1;0;3;0;0;0;0;47;12;0;0;0;0;0;0;0;0;0;0;2007
AM;URUCARA;240;2;0;11;0;5;4;0;0;1;146;70;1;0;0;0;0;0;0;0;0;0;2007
AM;URUCURITUBA;137;2;0;2;0;4;8;0;0;0;93;28;0;0;0;0;0;0;0;0;0;0;2007
AP;AMAPA;173;75;0;8;0;15;10;0;0;1;44;20;0;0;0;0;0;0;0;0;0;0;2007
AP;AMAPARI;87;24;0;10;0;28;6;0;0;0;16;1;1;0;0;0;0;0;0;0;0;1;2007
AP;CALCOENE;151;38;0;1;0;7;9;0;0;0;83;5;1;0;1;0;0;0;0;0;0;6;2007
AP;CUTIAS;35;15;0;1;0;4;0;0;0;0;13;2;0;0;0;0;0;0;0;0;0;0;2007
AP;FERREIRA GOMES;77;35;0;1;0;7;3;0;0;0;25;6;0;0;0;0;0;0;0;0;0;0;2007
AP;ITAUBAL;14;4;0;1;0;1;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;2007
AP;LARANJAL DO JARI;1201;337;0;44;0;34;31;0;0;4;543;200;6;0;1;0;0;0;0;0;0;1;2007
AP;MACAPA;63113;30798;0;2051;110;6265;2708;15;51;165;16456;3315;421;0;367;198;23;0;0;2;7;161;2007
AP;MAZAGAO;281;132;0;32;0;24;9;0;0;2;56;17;6;0;0;3;0;0;0;0;0;0;2007
AP;OIAPOQUE;1045;334;0;41;3;66;45;0;2;3;475;64;2;0;1;6;0;0;0;0;0;3;2007
AP;PORTO GRANDE;497;180;0;14;0;27;25;0;1;0;210;33;5;0;1;1;0;0;0;0;0;0;2007
AP;PRACUUBA;9;3;0;2;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2007
AP;SANTANA;8521;3378;0;411;60;797;435;0;3;23;2324;799;37;0;72;152;19;0;0;2;1;8;2007
AP;SERRA DO NAVIO;133;78;0;0;0;10;19;0;0;2;19;4;1;0;0;0;0;0;0;0;0;0;2007
AP;TARTARUGALZINHO;90;39;0;6;0;7;8;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;2007
AP;VITORIA DO JARI;59;18;0;4;0;1;0;0;0;0;21;14;1;0;0;0;0;0;0;0;0;0;2007
BA;ABAIRA;667;266;0;40;0;88;30;0;0;7;214;9;13;0;0;0;0;0;0;0;0;0;2007
BA;ABARE;654;172;0;27;0;56;14;0;0;4;363;8;10;0;0;0;0;0;0;0;0;0;2007
BA;ACAJUTIBA;767;279;0;34;1;28;15;0;0;8;327;62;10;0;3;0;0;0;0;0;0;0;2007
BA;ADUSTINA;601;75;0;9;0;8;6;0;0;5;418;79;1;0;0;0;0;0;0;0;0;0;2007
BA;AGUA FRIA;447;150;0;9;0;16;16;1;0;8;211;13;19;0;4;0;0;0;0;0;0;0;2007
BA;AIQUARA;143;73;0;6;0;11;10;0;0;3;37;1;1;0;1;0;0;0;0;0;0;0;2007
BA;ALAGOINHAS;21565;11553;0;879;70;1202;879;11;0;123;4966;1106;287;0;350;83;1;1;0;0;3;51;2007
BA;ALCOBACA;1102;387;0;23;2;117;51;0;0;3;380;115;6;0;17;1;0;0;0;0;0;0;2007
BA;ALMADINA;191;106;0;12;0;20;14;0;0;1;33;2;2;0;1;0;0;0;0;0;0;0;2007
BA;AMARGOSA;3604;1647;0;198;5;301;159;0;0;27;1075;127;42;0;19;3;0;0;0;0;0;1;2007
BA;AMELIA RODRIGUES;1870;892;0;119;17;73;184;0;0;36;374;81;22;0;40;31;0;0;0;0;0;1;2007
BA;AMERICA DOURADA;424;180;0;17;0;34;14;0;0;4;159;14;2;0;0;0;0;0;0;0;0;0;2007
BA;ANAGE;770;309;0;40;1;48;30;0;0;25;272;14;27;0;2;2;0;0;0;0;0;0;2007
BA;ANDARAI;291;88;0;14;0;20;11;0;0;2;138;13;2;0;2;0;0;0;0;0;0;1;2007
BA;ANDORINHA;849;292;0;44;5;84;28;0;0;6;346;10;23;0;4;7;0;0;0;0;0;0;2007
BA;ANGICAL;502;135;0;16;0;43;16;0;0;6;254;19;11;0;1;0;0;1;0;0;0;0;2007
BA;ANGUERA;323;126;0;11;1;13;31;0;0;4;116;10;7;0;4;0;0;0;0;0;0;0;2007
BA;ANTAS;720;172;0;19;0;45;21;0;0;5;386;58;6;0;7;0;0;0;0;0;0;1;2007
BA;ANTONIO CARDOSO;263;98;0;0;1;11;15;0;0;17;107;8;6;0;0;0;0;0;0;0;0;0;2007
BA;ANTONIO GONCALVES;426;183;0;13;0;37;14;0;0;3;166;5;5;0;0;0;0;0;0;0;0;0;2007
BA;APORA;843;257;0;21;0;19;23;0;0;11;433;56;14;0;9;0;0;0;0;0;0;0;2007
BA;APUAREMA;267;65;0;19;0;22;28;0;0;2;119;3;8;0;1;0;0;0;0;0;0;0;2007
