UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
BA;ANTONIO CARDOSO;167;78;0;0;1;4;13;0;0;16;44;2;8;0;0;1;0;0;0;0;0;0;2004
BA;ANTONIO GONCALVES;307;132;0;15;0;13;26;0;0;2;113;2;4;0;0;0;0;0;0;0;0;0;2004
BA;APORA;564;197;0;17;0;6;27;0;0;9;265;28;8;0;6;0;0;0;0;0;0;1;2004
BA;APUAREMA;195;39;0;18;0;9;36;0;0;0;86;3;4;0;0;0;0;0;0;0;0;0;2004
BA;ARACAS;362;169;0;32;0;7;52;0;0;13;64;3;17;0;3;0;0;0;0;0;0;2;2004
BA;ARACATU;430;110;0;43;3;12;55;0;0;3;186;4;9;0;1;4;0;0;0;0;0;0;2004
BA;ARACI;1447;709;0;97;3;23;201;0;0;3;344;26;27;0;11;3;0;0;0;0;0;0;2004
BA;ARAMARI;245;146;0;10;2;5;21;0;0;1;50;2;2;0;2;4;0;0;0;0;0;0;2004
BA;ARATACA;135;62;0;11;0;3;19;0;0;0;36;1;2;0;1;0;0;0;0;0;0;0;2004
BA;ARATUIPE;237;106;0;13;0;2;32;0;0;0;75;0;5;0;4;0;0;0;0;0;0;0;2004
BA;AURELINO LEAL;275;138;0;32;0;4;38;0;0;2;46;9;4;0;2;0;0;0;0;0;0;0;2004
BA;BAIANOPOLIS;389;91;0;27;0;20;42;0;0;2;195;7;4;0;1;0;0;0;0;0;0;0;2004
BA;BAIXA GRANDE;689;279;0;37;0;17;102;0;0;7;208;21;11;0;6;0;0;0;0;0;0;1;2004
BA;BANZAE;396;97;0;11;0;14;33;0;0;3;205;17;15;0;1;0;0;0;0;0;0;0;2004
BA;BARRA;724;186;0;17;3;36;52;0;0;3;344;70;7;0;4;2;0;0;0;0;0;0;2004
BA;BARRA DA ESTIVA;1447;361;0;92;4;47;152;0;0;6;723;36;14;0;9;3;0;0;0;0;0;0;2004
BA;BARRA DO CHOCA;784;320;0;64;2;38;125;0;0;26;171;20;12;0;4;2;0;0;0;0;0;0;2004
BA;BARRA DO MENDES;389;162;0;25;2;31;80;0;0;4;69;10;5;0;0;1;0;0;0;0;0;0;2004
BA;BARRA DO ROCHA;91;43;0;7;0;3;19;1;0;2;15;0;0;0;1;0;0;0;0;0;0;0;2004
BA;BARREIRAS;21887;8148;0;1492;281;1363;1971;0;21;45;6019;1587;169;0;297;458;8;5;0;0;1;22;2004
BA;BARRO ALTO;353;123;0;28;1;22;43;0;0;1;118;10;7;0;0;0;0;0;0;0;0;0;2004
BA;BARRO PRETO;126;72;0;11;0;12;14;0;0;1;8;0;7;0;0;0;0;0;0;0;0;1;2004
BA;BARROCAS;631;292;0;50;1;18;28;0;0;2;211;21;5;0;2;1;0;0;0;0;0;0;2004
BA;BELMONTE;493;168;0;23;1;27;34;0;0;0;181;50;2;0;5;1;0;0;0;0;0;1;2004
BA;BELO CAMPO;528;218;0;51;3;23;69;0;0;6;138;6;11;0;0;3;0;0;0;0;0;0;2004
BA;BIRITINGA;562;265;0;10;0;11;49;0;0;6;198;3;15;0;5;0;0;0;0;0;0;0;2004
BA;BOA NOVA;164;71;0;12;0;11;31;0;0;7;21;0;10;0;1;0;0;0;0;0;0;0;2004
BA;BOA VISTA DO TUPIM;434;124;0;35;0;23;66;0;0;1;168;10;5;0;2;0;0;0;0;0;0;0;2004
BA;BOM JESUS DA LAPA;5099;1476;0;262;18;229;383;0;0;20;2379;208;51;0;38;19;11;2;0;0;1;2;2004
BA;BOM JESUS DA SERRA;160;54;0;10;0;3;50;0;0;14;18;0;10;0;1;0;0;0;0;0;0;0;2004
BA;BONINAL;535;169;0;48;6;24;99;0;0;5;156;12;10;0;3;3;0;0;0;0;0;0;2004
BA;BONITO;243;118;0;20;0;12;49;0;0;1;33;4;4;0;2;0;0;0;0;0;0;0;2004
BA;BOQUIRA;891;280;0;56;2;28;117;0;0;4;354;23;26;0;0;1;0;0;0;0;0;0;2004
BA;BOTUPORA;300;106;0;19;0;10;45;0;0;3;99;8;10;0;0;0;0;0;0;0;0;0;2004
BA;BREJOES;457;178;0;56;0;20;75;0;0;1;105;6;14;0;2;0;0;0;0;0;0;0;2004
BA;BREJOLANDIA;393;59;0;17;0;16;36;0;0;1;248;11;4;0;1;0;0;0;0;0;0;0;2004
BA;BROTAS DE MACAUBAS;301;107;0;14;1;25;61;0;0;4;80;3;5;0;0;1;0;0;0;0;0;0;2004
BA;BRUMADO;10680;3765;0;718;244;395;871;0;0;66;4010;104;126;0;57;313;3;3;0;0;2;3;2004
BA;BUERAREMA;819;423;0;72;0;44;126;0;0;2;122;13;11;0;6;0;0;0;0;0;0;0;2004
BA;BURITIRAMA;87;17;0;6;0;8;21;0;0;1;25;1;8;0;0;0;0;0;0;0;0;0;2004
BA;CAATIBA;68;27;0;2;0;8;18;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;2004
BA;CABACEIRAS DO PARAGUACU;420;138;0;25;8;6;32;0;0;2;176;7;17;0;4;5;0;0;0;0;0;0;2004
BA;CACHOEIRA;1260;718;0;58;1;29;186;2;0;42;153;11;41;0;17;1;0;0;0;0;0;1;2004
BA;CACULE;2023;560;0;185;13;101;234;0;0;8;817;69;13;0;10;12;0;0;0;0;0;1;2004
BA;CAEM;331;150;0;11;0;8;37;0;0;3;111;2;7;0;2;0;0;0;0;0;0;0;2004
BA;CAETANOS;132;30;0;10;0;5;25;0;0;2;57;0;3;0;0;0;0;0;0;0;0;0;2004
BA;CAETITE;4288;1764;0;317;29;165;702;0;0;22;1101;96;34;0;17;38;0;0;0;0;0;3;2004
BA;CAFARNAUM;323;169;0;28;0;9;40;0;0;0;64;7;5;0;1;0;0;0;0;0;0;0;2004
BA;CAIRU;46;22;0;4;0;3;6;0;0;0;6;1;1;0;3;0;0;0;0;0;0;0;2004
BA;CALDEIRAO GRANDE;313;141;0;14;0;6;27;0;0;2;115;3;5;0;0;0;0;0;0;0;0;0;2004
BA;CAMACAN;1600;709;0;152;3;79;230;2;0;4;333;40;27;0;17;3;0;0;0;0;0;1;2004
BA;CAMACARI;19628;10335;0;959;473;805;1614;37;9;196;3889;335;365;0;225;338;38;2;0;1;1;6;2004
BA;CAMAMU;938;348;0;60;1;39;135;1;0;10;305;19;12;0;7;0;0;1;0;0;0;0;2004
BA;CAMPO ALEGRE DE LOURDES;433;62;0;25;0;14;43;0;0;3;281;5;0;0;0;0;0;0;0;0;0;0;2004
BA;CAMPO FORMOSO;2804;1373;0;119;19;141;314;0;0;11;710;31;49;0;12;23;2;0;0;0;0;0;2004
BA;CANAPOLIS;200;27;0;6;1;13;26;0;0;6;111;2;7;0;0;1;0;0;0;0;0;0;2004
BA;CANARANA;919;341;0;77;5;52;114;0;0;3;307;8;4;0;3;5;0;0;0;0;0;0;2004
BA;CANAVIEIRAS;1324;386;0;52;0;56;121;0;0;5;628;54;3;0;16;1;0;0;0;0;1;1;2004
BA;CANDEAL;166;61;0;18;0;5;24;0;0;9;44;1;2;0;2;0;0;0;0;0;0;0;2004
BA;CANDEIAS;6720;3431;0;404;248;168;570;0;0;117;853;135;167;0;114;509;0;0;0;1;0;3;2004
BA;CANDIBA;665;248;0;38;0;24;91;0;0;2;230;21;8;0;3;0;0;0;0;0;0;0;2004
BA;CANDIDO SALES;1290;498;0;236;4;54;216;0;0;13;220;23;18;0;5;3;0;0;0;0;0;0;2004
BA;CANSANCAO;1402;579;0;76;8;29;202;0;0;7;439;15;14;0;21;12;0;0;0;0;0;0;2004
BA;CANUDOS;530;140;0;23;0;14;65;0;0;5;259;8;15;0;1;0;0;0;0;0;0;0;2004
BA;CAPELA DO ALTO ALEGRE;548;121;0;39;1;6;31;0;0;4;313;6;16;0;9;2;0;0;0;0;0;0;2004
BA;CAPIM GROSSO;3032;1033;0;326;25;79;249;0;0;14;1105;111;20;0;41;27;0;2;0;0;0;0;2004
BA;CARAIBAS;154;36;0;20;0;10;36;0;0;6;38;1;7;0;0;0;0;0;0;0;0;0;2004
BA;CARAVELAS;607;297;0;14;1;36;45;0;0;5;144;26;28;0;11;0;0;0;0;0;0;0;2004
BA;CARDEAL DA SILVA;106;50;0;13;0;2;11;0;0;5;22;1;2;0;0;0;0;0;0;0;0;0;2004
BA;CARINHANHA;719;169;0;81;2;34;82;0;0;4;328;8;9;0;1;1;0;0;0;0;0;0;2004
BA;CASA NOVA;1803;463;0;157;0;85;296;0;0;81;631;29;51;0;10;0;0;0;0;0;0;0;2004
BA;CASTRO ALVES;1209;541;0;77;1;37;132;0;0;5;320;49;26;0;18;2;0;0;0;0;0;1;2004
BA;CATOLANDIA;88;22;0;3;0;7;10;0;0;2;40;2;2;0;0;0;0;0;0;0;0;0;2004
BA;CATU;4301;2098;0;251;49;183;351;3;0;56;854;165;58;0;129;100;0;1;0;3;0;0;2004
BA;CATURAMA;258;98;0;6;1;4;62;0;0;1;79;0;6;0;0;1;0;0;0;0;0;0;2004
BA;CENTRAL;605;309;0;54;0;19;74;0;0;1;142;2;2;0;2;0;0;0;0;0;0;0;2004
BA;CHORROCHO;133;45;0;4;0;3;15;0;0;1;62;0;3;0;0;0;0;0;0;0;0;0;2004
BA;CICERO DANTAS;1706;485;0;57;1;32;156;0;0;8;761;157;20;0;28;0;0;0;0;0;0;1;2004
BA;CIPO;1064;292;0;32;0;9;56;0;0;3;497;168;0;0;7;0;0;0;0;0;0;0;2004
BA;COARACI;1010;553;0;71;1;51;169;0;0;3;121;12;13;0;16;0;0;0;0;0;0;0;2004
BA;COCOS;617;163;0;40;1;42;87;0;0;2;254;13;13;0;2;0;0;0;0;0;0;0;2004
BA;CONCEICAO DA FEIRA;943;370;0;103;15;24;115;0;0;33;212;32;10;0;5;24;0;0;0;0;0;0;2004
BA;CONCEICAO DO ALMEIDA;785;371;0;62;0;50;109;0;0;15;153;12;7;0;5;1;0;0;0;0;0;0;2004
BA;CONCEICAO DO COITE;4389;2133;0;289;19;112;413;0;0;33;1112;186;32;0;31;24;1;0;0;0;0;4;2004
BA;CONCEICAO DO JACUIPE;1878;739;0;126;6;61;208;0;0;72;513;110;9;0;26;7;0;0;0;0;0;1;2004
BA;CONDE;378;149;0;22;0;15;38;0;0;5;133;9;3;0;2;2;0;0;0;0;0;0;2004
BA;CONDEUBA;792;289;0;83;0;31;102;0;0;10;231;20;24;0;2;0;0;0;0;0;0;0;2004
BA;CONTENDAS DO SINCORA;88;25;0;3;0;1;10;0;0;3;43;3;0;0;0;0;0;0;0;0;0;0;2004
BA;CORACAO DE MARIA;942;366;0;70;6;32;134;0;0;15;236;30;30;0;10;13;0;0;0;0;0;0;2004
BA;CORDEIROS;298;76;0;16;0;10;36;0;0;7;140;4;9;0;0;0;0;0;0;0;0;0;2004
BA;CORIBE;473;114;0;20;0;41;87;0;0;7;187;6;8;0;2;0;0;1;0;0;0;0;2004
BA;CORONEL JOAO SA;477;37;0;25;0;6;6;0;0;1;387;6;9;0;0;0;0;0;0;0;0;0;2004
BA;CORRENTINA;1309;236;0;76;5;50;164;0;0;3;669;61;27;0;3;15;0;0;0;0;0;0;2004
